ins_id,age,agency,agency_type,commision,destination,distribution_channel,duration,gender,net_sales,product_name,claim
50072,32.0,C2B,Airlines,10.05,SINGAPORE,Online,17.0,M,40.2,Gold Plan,0.0
49371,55.0,JZI,Airlines,9.1,CHINA,Online,18.0,M,26.0,Basic Plan,0.0
61843,30.0,C2B,Airlines,15.0,SINGAPORE,Online,20.0,F,60.0,Bronze Plan,0.0
48421,59.0,C2B,Airlines,4.8,SINGAPORE,Online,30.0,F,0.0,Bronze Plan,0.0
43368,33.0,C2B,Airlines,10.0,SINGAPORE,Online,36.0,F,40.0,Bronze Plan,1.0
32701,28.0,C2B,Airlines,8.63,SINGAPORE,Online,149.0,M,34.5,Bronze Plan,1.0
46908,35.0,JZI,Airlines,7.7,THAILAND,Online,6.0,M,22.0,Basic Plan,0.0
53949,46.0,JZI,Airlines,6.3,MALAYSIA,Online,6.0,M,18.0,Basic Plan,0.0
46260,36.0,C2B,Airlines,6.75,SINGAPORE,Online,20.0,M,27.0,Bronze Plan,1.0
603,47.0,C2B,Airlines,6.01,SINGAPORE,Online,68.0,M,24.05,Silver Plan,0.0
7090,34.0,C2B,Airlines,5.95,SINGAPORE,Online,12.0,M,23.8,Bronze Plan,0.0
52783,30.0,JZI,Airlines,10.5,VIET NAM,Online,67.0,F,30.0,Basic Plan,0.0
0,81.0,CBH,Travel Agency,9.57,MALAYSIA,Offline,186.0,F,-29.0,Comprehensive Plan,0.0
61655,49.0,C2B,Airlines,16.75,SINGAPORE,Online,11.0,M,67.0,Bronze Plan,0.0
56497,26.0,C2B,Airlines,15.5,SINGAPORE,Online,15.0,F,62.0,Silver Plan,1.0
5758,118.0,JWT,Airlines,31.2,INDIA,Online,53.0,F,78.0,Value Plan,0.0
55744,37.0,C2B,Airlines,15.5,SINGAPORE,Online,25.0,F,62.0,Silver Plan,0.0
23063,34.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,2.0,M,15.0,Value Plan,0.0
4043,47.0,JZI,Airlines,7.7,THAILAND,Online,8.0,M,22.0,Basic Plan,0.0
45347,43.0,C2B,Airlines,54.0,SINGAPORE,Online,374.0,F,216.0,Annual Silver Plan,1.0
6570,47.0,C2B,Airlines,8.13,SINGAPORE,Online,9.0,M,32.5,Silver Plan,0.0
6391,48.0,ART,Airlines,4.94,CAMBODIA,Online,121.0,F,14.11,24 Protect,0.0
17562,32.0,C2B,Airlines,63.21,SINGAPORE,Online,368.0,F,252.85,Annual Silver Plan,0.0
41594,55.0,JZI,Airlines,6.3,PHILIPPINES,Online,18.0,F,18.0,Basic Plan,0.0
14339,49.0,JZI,Airlines,6.3,INDONESIA,Online,2.0,M,18.0,Basic Plan,0.0
1920,118.0,JWT,Airlines,12.4,INDIA,Online,9.0,F,31.0,Value Plan,0.0
53598,39.0,C2B,Airlines,22.0,SINGAPORE,Online,16.0,M,88.0,Gold Plan,1.0
31345,59.0,JZI,Airlines,6.3,MALAYSIA,Online,5.0,M,18.0,Basic Plan,0.0
59550,26.0,C2B,Airlines,12.13,SINGAPORE,Online,11.0,M,48.5,Silver Plan,0.0
51330,26.0,C2B,Airlines,8.38,SINGAPORE,Online,30.0,F,33.5,Bronze Plan,1.0
47577,26.0,C2B,Airlines,7.25,SINGAPORE,Online,17.0,F,29.0,Silver Plan,0.0
22693,32.0,C2B,Airlines,63.21,SINGAPORE,Online,367.0,M,252.85,Annual Silver Plan,1.0
59146,40.0,C2B,Airlines,6.75,SINGAPORE,Online,10.0,F,27.0,Bronze Plan,1.0
55894,28.0,C2B,Airlines,15.0,SINGAPORE,Online,20.0,M,60.0,Bronze Plan,0.0
47532,118.0,JWT,Airlines,12.4,INDIA,Online,23.0,F,31.0,Value Plan,0.0
5945,118.0,JWT,Airlines,24.8,INDIA,Online,0.0,M,62.0,Value Plan,0.0
60887,49.0,JZI,Airlines,11.55,THAILAND,Online,7.0,M,33.0,Value Plan,1.0
47991,30.0,C2B,Airlines,8.38,SINGAPORE,Online,48.0,F,33.5,Bronze Plan,1.0
420,39.0,C2B,Airlines,17.71,SINGAPORE,Online,47.0,F,70.85,Silver Plan,0.0
55755,63.0,C2B,Airlines,54.0,SINGAPORE,Online,399.0,M,216.0,Annual Silver Plan,0.0
32213,24.0,C2B,Airlines,15.88,SINGAPORE,Online,18.0,F,63.5,Silver Plan,0.0
23526,48.0,JZI,Airlines,7.7,THAILAND,Online,40.0,M,22.0,Basic Plan,0.0
53602,41.0,C2B,Airlines,54.0,SINGAPORE,Online,372.0,M,216.0,Annual Silver Plan,0.0
50962,50.0,C2B,Airlines,54.0,SINGAPORE,Online,381.0,F,216.0,Annual Silver Plan,0.0
52078,10.0,TST,Travel Agency,10.5,MALAYSIA,Offline,17.0,M,30.0,Travel Cruise Protect,0.0
30679,23.0,C2B,Airlines,10.13,SINGAPORE,Online,36.0,M,40.5,Bronze Plan,1.0
51099,50.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,17.0,F,15.0,Value Plan,0.0
31213,27.0,C2B,Airlines,6.25,SINGAPORE,Online,8.0,F,25.0,Silver Plan,1.0
35662,35.0,C2B,Airlines,3.38,SINGAPORE,Online,5.0,F,13.5,Bronze Plan,0.0
34735,38.0,JZI,Airlines,9.1,HONG KONG,Online,14.0,M,26.0,Basic Plan,0.0
26700,50.0,C2B,Airlines,5.85,SINGAPORE,Online,6.0,M,23.4,Bronze Plan,0.0
43369,29.0,C2B,Airlines,15.0,SINGAPORE,Online,45.0,F,60.0,Bronze Plan,0.0
58979,48.0,C2B,Airlines,54.0,SINGAPORE,Online,367.0,M,216.0,Annual Silver Plan,1.0
43202,42.0,C2B,Airlines,4.0,SINGAPORE,Online,16.0,F,16.0,Bronze Plan,1.0
20327,44.0,JZI,Airlines,10.5,VIET NAM,Online,15.0,M,30.0,Basic Plan,0.0
34914,23.0,C2B,Airlines,15.5,SINGAPORE,Online,58.0,M,62.0,Bronze Plan,1.0
37730,34.0,C2B,Airlines,5.75,SINGAPORE,Online,27.0,M,23.0,Bronze Plan,0.0
56061,44.0,LWC,Travel Agency,49.73,FRANCE,Online,31.0,M,76.5,Single Trip Travel Protect Gold,1.0
44738,26.0,C2B,Airlines,4.0,SINGAPORE,Online,5.0,F,16.0,Bronze Plan,1.0
44932,38.0,C2B,Airlines,7.38,SINGAPORE,Online,8.0,F,29.5,Silver Plan,1.0
29254,28.0,C2B,Airlines,63.21,SINGAPORE,Online,383.0,M,252.85,Annual Silver Plan,0.0
50068,31.0,C2B,Airlines,14.25,SINGAPORE,Online,14.0,F,57.0,Silver Plan,0.0
56505,51.0,C2B,Airlines,8.38,SINGAPORE,Online,6.0,F,33.5,Gold Plan,1.0
61651,40.0,C2B,Airlines,9.75,SINGAPORE,Online,23.0,M,39.0,Bronze Plan,0.0
33190,34.0,C2B,Airlines,3.38,SINGAPORE,Online,4.0,M,13.5,Bronze Plan,0.0
3758,54.0,JZI,Airlines,30.45,NETHERLANDS,Online,18.0,M,87.0,Value Plan,0.0
10945,46.0,C2B,Airlines,13.31,SINGAPORE,Online,64.0,F,53.25,Bronze Plan,1.0
7073,53.0,JZI,Airlines,7.7,THAILAND,Online,5.0,M,22.0,Basic Plan,0.0
22873,26.0,C2B,Airlines,7.47,SINGAPORE,Online,15.0,F,29.9,Bronze Plan,1.0
49575,27.0,C2B,Airlines,9.75,SINGAPORE,Online,58.0,M,39.0,Bronze Plan,1.0
57171,27.0,C2B,Airlines,18.6,SINGAPORE,Online,14.0,F,74.4,Silver Plan,1.0
31191,29.0,C2B,Airlines,23.5,SINGAPORE,Online,13.0,F,94.0,Bronze Plan,0.0
46894,36.0,JZI,Airlines,7.7,INDIA,Online,0.0,M,22.0,Basic Plan,0.0
20077,33.0,JZI,Airlines,9.1,HONG KONG,Online,23.0,M,26.0,Basic Plan,0.0
31375,22.0,C2B,Airlines,79.25,SINGAPORE,Online,209.0,F,317.0,Bronze Plan,0.0
46519,61.0,C2B,Airlines,22.13,SINGAPORE,Online,74.0,F,88.5,Silver Plan,1.0
33951,31.0,C2B,Airlines,20.15,SINGAPORE,Online,42.0,F,80.6,Bronze Plan,0.0
25838,44.0,JZI,Airlines,14.7,PHILIPPINES,Online,76.0,M,42.0,Basic Plan,0.0
10369,48.0,JZI,Airlines,6.3,INDONESIA,Online,73.0,M,18.0,Basic Plan,0.0
26699,25.0,C2B,Airlines,16.41,SINGAPORE,Online,46.0,F,65.65,Bronze Plan,1.0
13170,46.0,JZI,Airlines,7.7,THAILAND,Online,7.0,M,22.0,Basic Plan,0.0
53137,72.0,C2B,Airlines,6.75,SINGAPORE,Online,21.0,M,27.0,Silver Plan,1.0
38978,45.0,C2B,Airlines,4.5,SINGAPORE,Online,4.0,M,18.0,Bronze Plan,0.0
38986,22.0,C2B,Airlines,20.88,SINGAPORE,Online,46.0,F,83.5,Bronze Plan,0.0
61663,46.0,C2B,Airlines,18.0,SINGAPORE,Online,17.0,M,72.0,Silver Plan,0.0
7083,56.0,JZI,Airlines,20.3,JAPAN,Online,92.0,M,58.0,Value Plan,0.0
55739,42.0,C2B,Airlines,7.38,SINGAPORE,Online,8.0,F,29.5,Silver Plan,0.0
16336,39.0,JZI,Airlines,7.7,THAILAND,Online,18.0,M,22.0,Basic Plan,0.0
1583,25.0,C2B,Airlines,68.08,SINGAPORE,Online,366.0,F,272.3,Annual Silver Plan,0.0
43379,28.0,C2B,Airlines,54.0,SINGAPORE,Online,364.0,M,216.0,Annual Silver Plan,1.0
9886,37.0,JZI,Airlines,12.95,THAILAND,Online,26.0,F,37.0,Basic Plan,0.0
43365,58.0,C2B,Airlines,6.75,SINGAPORE,Online,26.0,M,27.0,Bronze Plan,1.0
22624,40.0,JZI,Airlines,25.55,CANADA,Online,8.0,M,73.0,Value Plan,0.0
18319,35.0,C2B,Airlines,63.21,SINGAPORE,Online,368.0,M,252.85,Annual Silver Plan,1.0
58502,118.0,JWT,Airlines,15.6,INDIA,Online,6.0,M,39.0,Value Plan,0.0
55720,64.0,C2B,Airlines,9.75,SINGAPORE,Online,34.0,F,39.0,Bronze Plan,1.0
2717,79.0,C2B,Airlines,6.75,SINGAPORE,Online,4.0,M,27.0,Bronze Plan,0.0
42398,28.0,C2B,Airlines,8.38,SINGAPORE,Online,49.0,M,33.5,Gold Plan,0.0
38784,30.0,C2B,Airlines,8.63,SINGAPORE,Online,18.0,F,34.5,Bronze Plan,1.0
20553,57.0,C2B,Airlines,69.71,SINGAPORE,Online,373.0,M,278.85,Annual Gold Plan,0.0
11886,34.0,JZI,Airlines,7.7,MALAYSIA,Online,32.0,M,22.0,Basic Plan,0.0
47941,118.0,JWT,Airlines,12.4,INDIA,Online,2.0,M,31.0,Value Plan,0.0
52364,39.0,JZI,Airlines,7.7,INDONESIA,Online,27.0,M,22.0,Basic Plan,1.0
2543,41.0,C2B,Airlines,97.25,SINGAPORE,Online,368.0,F,389.0,Annual Silver Plan,1.0
47390,48.0,ART,Airlines,3.66,PHILIPPINES,Online,93.0,F,10.46,24 Protect,0.0
47408,66.0,C2B,Airlines,54.0,SINGAPORE,Online,370.0,F,216.0,Annual Silver Plan,0.0
34171,28.0,C2B,Airlines,15.5,SINGAPORE,Online,36.0,F,62.0,Bronze Plan,1.0
51824,42.0,JZI,Airlines,9.1,CHINA,Online,23.0,M,26.0,Basic Plan,0.0
42643,30.0,C2B,Airlines,5.25,SINGAPORE,Online,6.0,F,21.0,Bronze Plan,1.0
41599,51.0,JZI,Airlines,7.7,INDONESIA,Online,9.0,M,22.0,Basic Plan,0.0
62116,31.0,C2B,Airlines,6.63,SINGAPORE,Online,10.0,F,26.5,Bronze Plan,0.0
56431,34.0,LWC,Travel Agency,210.21,UNITED STATES,Online,364.0,M,323.4,Annual Travel Protect Platinum,0.0
32708,28.0,C2B,Airlines,16.41,SINGAPORE,Online,33.0,M,65.65,Bronze Plan,1.0
3906,56.0,JZI,Airlines,7.7,THAILAND,Online,5.0,M,22.0,Basic Plan,0.0
63318,54.0,JZI,Airlines,12.25,CHINA,Online,10.0,M,35.0,Basic Plan,0.0
22161,43.0,C2B,Airlines,97.34,SINGAPORE,Online,365.0,M,389.35,Annual Gold Plan,1.0
57157,27.0,C2B,Airlines,10.0,SINGAPORE,Online,13.0,F,40.0,Bronze Plan,1.0
61470,32.0,C2B,Airlines,54.0,SINGAPORE,Online,367.0,F,216.0,Annual Silver Plan,0.0
3053,42.0,JZI,Airlines,20.3,JAPAN,Online,52.0,M,58.0,Value Plan,0.0
39696,36.0,C2B,Airlines,15.88,SINGAPORE,Online,19.0,F,63.5,Silver Plan,0.0
16997,48.0,KML,Travel Agency,36.1,GERMANY,Online,29.0,F,95.0,Value Plan,0.0
44013,37.0,JZI,Airlines,10.5,MYANMAR,Online,34.0,M,30.0,Basic Plan,0.0
37336,46.0,C2B,Airlines,63.21,SINGAPORE,Online,371.0,M,252.85,Annual Silver Plan,0.0
54759,28.0,C2B,Airlines,11.88,SINGAPORE,Online,27.0,F,47.5,Silver Plan,1.0
27891,49.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
42200,23.0,C2B,Airlines,5.63,SINGAPORE,Online,8.0,M,22.5,Silver Plan,1.0
19661,49.0,C2B,Airlines,97.34,SINGAPORE,Online,364.0,M,389.35,Annual Gold Plan,1.0
41451,51.0,C2B,Airlines,14.38,SINGAPORE,Online,14.0,F,57.5,Gold Plan,0.0
4522,118.0,JWT,Airlines,12.4,INDIA,Online,88.0,M,31.0,Value Plan,0.0
38122,36.0,C2B,Airlines,15.88,SINGAPORE,Online,53.0,F,63.5,Silver Plan,1.0
54504,57.0,C2B,Airlines,8.38,SINGAPORE,Online,32.0,F,33.5,Bronze Plan,1.0
29211,25.0,C2B,Airlines,20.88,SINGAPORE,Online,68.0,M,83.5,Bronze Plan,0.0
57487,25.0,JZI,Airlines,12.25,CHINA,Online,23.0,F,35.0,Basic Plan,0.0
50307,48.0,LWC,Travel Agency,210.21,UNITED STATES,Online,365.0,M,323.4,Annual Travel Protect Platinum,1.0
31195,28.0,C2B,Airlines,8.63,SINGAPORE,Online,23.0,F,34.5,Bronze Plan,0.0
49193,34.0,C2B,Airlines,54.0,SINGAPORE,Online,382.0,M,216.0,Annual Silver Plan,1.0
26911,32.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,F,252.85,Annual Silver Plan,1.0
49179,40.0,C2B,Airlines,28.0,SINGAPORE,Online,45.0,F,112.0,Bronze Plan,0.0
62971,28.0,C2B,Airlines,4.63,SINGAPORE,Online,2.0,M,18.5,Silver Plan,0.0
24382,62.0,C2B,Airlines,63.21,SINGAPORE,Online,370.0,F,252.85,Annual Silver Plan,0.0
54190,30.0,C2B,Airlines,7.38,SINGAPORE,Online,11.0,M,29.5,Silver Plan,1.0
31382,34.0,C2B,Airlines,63.21,SINGAPORE,Online,380.0,M,252.85,Annual Silver Plan,1.0
20344,32.0,C2B,Airlines,20.64,SINGAPORE,Online,24.0,F,82.55,Silver Plan,1.0
23947,64.0,C2B,Airlines,4.39,SINGAPORE,Online,44.0,M,17.55,Bronze Plan,0.0
22619,65.0,JZI,Airlines,15.4,AUSTRALIA,Online,73.0,M,44.0,Basic Plan,0.0
32827,51.0,JZI,Airlines,7.7,PHILIPPINES,Online,25.0,M,22.0,Basic Plan,0.0
14932,72.0,JZI,Airlines,7.7,INDONESIA,Online,15.0,M,22.0,Basic Plan,0.0
741,51.0,JZI,Airlines,10.5,THAILAND,Online,12.0,M,30.0,Basic Plan,0.0
26325,33.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,6.0,M,15.0,Value Plan,0.0
36749,34.0,C2B,Airlines,4.25,SINGAPORE,Online,19.0,M,17.0,Bronze Plan,0.0
57181,41.0,C2B,Airlines,64.8,SINGAPORE,Online,365.0,F,259.2,Annual Silver Plan,0.0
48195,63.0,JZI,Airlines,24.15,NEW ZEALAND,Online,75.0,M,69.0,Value Plan,0.0
1040,37.0,JZI,Airlines,12.25,CHINA,Online,28.0,F,35.0,Basic Plan,0.0
38771,37.0,CBH,Travel Agency,9.57,MALAYSIA,Offline,106.0,F,29.0,Comprehensive Plan,0.0
38753,41.0,RAB,Airlines,9.2,BRUNEI DARUSSALAM,Online,31.0,F,23.0,Value Plan,0.0
35222,24.0,C2B,Airlines,8.63,SINGAPORE,Online,36.0,M,34.5,Bronze Plan,1.0
18549,30.0,JZI,Airlines,43.75,UNITED KINGDOM,Online,53.0,F,125.0,Value Plan,0.0
58758,23.0,C2B,Airlines,14.13,SINGAPORE,Online,45.0,F,56.5,Bronze Plan,0.0
7098,70.0,C2B,Airlines,6.47,SINGAPORE,Online,4.0,F,25.9,Silver Plan,0.0
63228,48.0,C2B,Airlines,64.8,SINGAPORE,Online,382.0,F,259.2,Annual Silver Plan,1.0
6210,28.0,C2B,Airlines,20.64,SINGAPORE,Online,16.0,M,82.55,Silver Plan,1.0
62344,53.0,LWC,Travel Agency,43.55,CANADA,Online,61.0,F,67.0,Single Trip Travel Protect Gold,0.0
39862,47.0,JZI,Airlines,7.7,THAILAND,Online,20.0,M,22.0,Basic Plan,0.0
42389,42.0,C2B,Airlines,12.13,SINGAPORE,Online,13.0,F,48.5,Silver Plan,1.0
39679,29.0,C2B,Airlines,8.63,SINGAPORE,Online,38.0,M,34.5,Bronze Plan,0.0
52637,30.0,C2B,Airlines,40.25,SINGAPORE,Online,365.0,M,161.0,Annual Silver Plan,1.0
60735,26.0,LWC,Travel Agency,132.99,CHINA,Online,368.0,F,204.6,Annual Travel Protect Gold,1.0
39705,26.0,C2B,Airlines,10.25,SINGAPORE,Online,10.0,F,41.0,Silver Plan,1.0
3590,77.0,JZI,Airlines,7.7,HONG KONG,Online,22.0,M,22.0,Basic Plan,0.0
20302,56.0,JZI,Airlines,6.3,INDONESIA,Online,2.0,M,18.0,Basic Plan,0.0
4158,118.0,JWT,Airlines,24.0,INDIA,Online,80.0,M,60.0,Value Plan,0.0
49403,28.0,C2B,Airlines,6.63,SINGAPORE,Online,11.0,F,26.5,Bronze Plan,1.0
42036,24.0,C2B,Airlines,14.13,SINGAPORE,Online,28.0,F,56.5,Bronze Plan,1.0
45994,62.0,C2B,Airlines,8.38,SINGAPORE,Online,116.0,F,-33.5,Silver Plan,0.0
4549,29.0,C2B,Airlines,22.23,SINGAPORE,Online,19.0,F,88.9,Silver Plan,0.0
35857,41.0,C2B,Airlines,23.4,SINGAPORE,Online,39.0,F,93.6,Bronze Plan,0.0
31504,44.0,C2B,Airlines,7.5,SINGAPORE,Online,2.0,M,30.0,Silver Plan,0.0
49373,32.0,JZI,Airlines,7.7,CHINA,Online,3.0,M,22.0,Basic Plan,0.0
33447,42.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,M,252.85,Annual Silver Plan,1.0
30445,34.0,JZI,Airlines,7.7,HONG KONG,Online,7.0,F,22.0,Basic Plan,0.0
11429,48.0,ART,Airlines,12.96,PHILIPPINES,Online,13.0,M,37.02,24 Protect,0.0
37595,43.0,C2B,Airlines,15.88,SINGAPORE,Online,77.0,F,63.5,Silver Plan,1.0
43365,58.0,C2B,Airlines,6.75,SINGAPORE,Online,26.0,M,27.0,Bronze Plan,1.0
32876,36.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,M,252.85,Annual Silver Plan,1.0
40735,42.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,16.0,M,15.0,Value Plan,0.0
18978,48.0,KML,Travel Agency,36.1,NETHERLANDS,Online,68.0,F,95.0,Value Plan,1.0
45291,53.0,JZI,Airlines,12.25,CHINA,Online,46.0,M,35.0,Basic Plan,1.0
59538,50.0,C2B,Airlines,17.38,SINGAPORE,Online,30.0,M,69.5,Bronze Plan,1.0
46300,52.0,C2B,Airlines,64.8,SINGAPORE,Online,381.0,M,259.2,Annual Silver Plan,0.0
2081,44.0,JZI,Airlines,7.7,MYANMAR,Online,4.0,M,22.0,Basic Plan,0.0
54684,29.0,LWC,Travel Agency,107.25,CHINA,Online,430.0,F,165.0,Annual Travel Protect Silver,0.0
32378,45.0,C2B,Airlines,5.88,SINGAPORE,Online,8.0,F,23.5,Bronze Plan,0.0
38242,56.0,LWC,Travel Agency,16.25,HONG KONG,Online,6.0,F,25.0,Single Trip Travel Protect Silver,0.0
7053,118.0,JWT,Airlines,12.4,INDIA,Online,6.0,M,31.0,Value Plan,0.0
3925,41.0,C2B,Airlines,12.56,SINGAPORE,Online,23.0,F,50.25,Silver Plan,0.0
30489,50.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,F,252.85,Annual Silver Plan,1.0
6187,30.0,JZI,Airlines,7.7,THAILAND,Online,4.0,M,22.0,Basic Plan,0.0
20104,46.0,C2B,Airlines,46.96,SINGAPORE,Online,365.0,M,187.85,Annual Silver Plan,1.0
52034,46.0,JZI,Airlines,7.7,VIET NAM,Online,49.0,F,22.0,Basic Plan,0.0
38305,35.0,C2B,Airlines,15.88,SINGAPORE,Online,52.0,F,63.5,Silver Plan,1.0
58525,26.0,C2B,Airlines,4.0,SINGAPORE,Online,14.0,F,16.0,Bronze Plan,0.0
28072,35.0,C2B,Airlines,4.5,SINGAPORE,Online,29.0,F,18.0,Bronze Plan,1.0
44757,25.0,C2B,Airlines,64.8,SINGAPORE,Online,366.0,F,259.2,Annual Silver Plan,1.0
61197,54.0,LWC,Travel Agency,27.3,HONG KONG,Online,37.0,F,42.0,Single Trip Travel Protect Platinum,1.0
17280,71.0,JZI,Airlines,12.25,JAPAN,Online,70.0,F,35.0,Basic Plan,0.0
62819,30.0,C2B,Airlines,54.0,SINGAPORE,Online,368.0,F,216.0,Annual Silver Plan,0.0
45291,53.0,JZI,Airlines,12.25,CHINA,Online,46.0,M,35.0,Basic Plan,1.0
46752,26.0,C2B,Airlines,15.5,SINGAPORE,Online,14.0,F,62.0,Silver Plan,1.0
57158,36.0,C2B,Airlines,12.5,SINGAPORE,Online,28.0,M,50.0,Bronze Plan,1.0
34714,44.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,7.0,M,15.0,Value Plan,0.0
37085,56.0,JZI,Airlines,7.7,THAILAND,Online,46.0,M,22.0,Basic Plan,0.0
25144,34.0,C2B,Airlines,7.64,SINGAPORE,Online,39.0,F,30.55,Bronze Plan,1.0
46238,43.0,JZI,Airlines,9.1,JAPAN,Online,13.0,F,26.0,Basic Plan,0.0
39668,28.0,C2B,Airlines,8.63,SINGAPORE,Online,36.0,F,34.5,Bronze Plan,1.0
43030,34.0,TST,Travel Agency,10.5,MALAYSIA,Offline,72.0,F,30.0,Travel Cruise Protect,0.0
31356,30.0,JZI,Airlines,7.7,INDONESIA,Online,21.0,M,22.0,Basic Plan,0.0
49134,118.0,JWT,Airlines,15.6,INDIA,Online,6.0,M,39.0,Value Plan,0.0
58945,58.0,TST,Travel Agency,10.5,MALAYSIA,Offline,17.0,M,30.0,Travel Cruise Protect,1.0
33191,59.0,C2B,Airlines,22.25,SINGAPORE,Online,68.0,F,89.0,Bronze Plan,0.0
4069,37.0,C2B,Airlines,75.25,SINGAPORE,Online,369.0,M,301.0,Annual Silver Plan,1.0
60570,48.0,JZI,Airlines,12.95,PHILIPPINES,Online,55.0,F,37.0,Basic Plan,0.0
37319,59.0,C2B,Airlines,6.25,SINGAPORE,Online,12.0,F,25.0,Silver Plan,0.0
32591,62.0,JZI,Airlines,7.7,MALAYSIA,Online,12.0,F,22.0,Basic Plan,0.0
11651,38.0,JZI,Airlines,12.6,HONG KONG,Online,15.0,F,36.0,Value Plan,0.0
37752,39.0,C2B,Airlines,4.5,SINGAPORE,Online,7.0,M,18.0,Bronze Plan,0.0
46495,25.0,C2B,Airlines,10.0,SINGAPORE,Online,32.0,F,40.0,Bronze Plan,0.0
18763,72.0,JZI,Airlines,7.7,MALAYSIA,Online,51.0,M,22.0,Basic Plan,0.0
56128,50.0,C2B,Airlines,10.63,SINGAPORE,Online,5.0,M,42.5,Gold Plan,0.0
35670,23.0,C2B,Airlines,5.88,SINGAPORE,Online,11.0,F,23.5,Bronze Plan,0.0
7664,51.0,JZI,Airlines,9.1,SRI LANKA,Online,9.0,M,26.0,Basic Plan,0.0
15949,48.0,ART,Airlines,3.95,PHILIPPINES,Online,1.0,F,11.29,24 Protect,0.0
32876,36.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,M,252.85,Annual Silver Plan,1.0
23738,118.0,JWT,Airlines,15.6,INDIA,Online,30.0,F,39.0,Value Plan,0.0
18797,43.0,C2B,Airlines,63.21,SINGAPORE,Online,378.0,F,252.85,Annual Silver Plan,0.0
11155,118.0,JWT,Airlines,20.0,INDIA,Online,9.0,M,50.0,Value Plan,0.0
30149,63.0,C2B,Airlines,11.75,SINGAPORE,Online,16.0,M,47.0,Bronze Plan,1.0
52191,35.0,C2B,Airlines,54.0,SINGAPORE,Online,367.0,M,216.0,Annual Silver Plan,1.0
38979,35.0,C2B,Airlines,4.25,SINGAPORE,Online,19.0,F,17.0,Bronze Plan,1.0
21950,83.0,C2B,Airlines,7.96,SINGAPORE,Online,25.0,M,31.85,Silver Plan,0.0
56859,40.0,C2B,Airlines,15.0,SINGAPORE,Online,14.0,F,60.0,Bronze Plan,0.0
22156,57.0,C2B,Airlines,16.09,SINGAPORE,Online,15.0,F,64.35,Silver Plan,0.0
7495,31.0,C2B,Airlines,72.94,SINGAPORE,Online,365.0,M,291.75,Annual Silver Plan,1.0
21960,47.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,F,252.85,Annual Silver Plan,1.0
30470,47.0,C2B,Airlines,5.88,SINGAPORE,Online,20.0,F,23.5,Bronze Plan,0.0
24744,35.0,JZI,Airlines,33.6,UNITED STATES,Online,103.0,M,96.0,Value Plan,0.0
52194,48.0,C2B,Airlines,54.0,SINGAPORE,Online,367.0,M,216.0,Annual Silver Plan,1.0
43504,32.0,C2B,Airlines,126.75,SINGAPORE,Online,90.0,M,507.0,Silver Plan,1.0
50899,32.0,LWC,Travel Agency,210.21,UNITED STATES,Online,371.0,M,323.4,Annual Travel Protect Platinum,0.0
27085,53.0,JZI,Airlines,6.3,THAILAND,Online,8.0,M,18.0,Basic Plan,0.0
61197,54.0,LWC,Travel Agency,27.3,HONG KONG,Online,37.0,F,42.0,Single Trip Travel Protect Platinum,1.0
61976,27.0,JZI,Airlines,17.15,UNITED ARAB EMIRATES,Online,43.0,F,49.0,Basic Plan,0.0
22691,42.0,C2B,Airlines,17.71,SINGAPORE,Online,13.0,F,70.85,Silver Plan,0.0
60256,32.0,C2B,Airlines,8.38,SINGAPORE,Online,14.0,F,33.5,Bronze Plan,1.0
40895,44.0,CBH,Travel Agency,9.57,THAILAND,Offline,61.0,F,29.0,Comprehensive Plan,0.0
41419,28.0,C2B,Airlines,5.25,SINGAPORE,Online,13.0,F,21.0,Bronze Plan,1.0
43504,32.0,C2B,Airlines,126.75,SINGAPORE,Online,90.0,M,507.0,Silver Plan,1.0
33994,31.0,C2B,Airlines,22.75,SINGAPORE,Online,49.0,F,91.0,Gold Plan,0.0
56669,35.0,KML,Travel Agency,11.02,INDONESIA,Offline,2.0,M,29.0,Premier Plan,1.0
17959,61.0,C2B,Airlines,7.64,SINGAPORE,Online,19.0,M,30.55,Bronze Plan,0.0
56062,34.0,LWC,Travel Agency,49.73,FRANCE,Online,31.0,F,76.5,Single Trip Travel Protect Gold,1.0
58976,30.0,C2B,Airlines,8.7,SINGAPORE,Online,38.0,M,34.8,Silver Plan,1.0
55526,62.0,TST,Travel Agency,10.5,THAILAND,Offline,20.0,F,30.0,Travel Cruise Protect,0.0
42393,27.0,C2B,Airlines,5.63,SINGAPORE,Online,5.0,F,22.5,Silver Plan,0.0
