Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,68,No,4,,53.0
1,49,No,5,7.0,22.0
4,64,No,7,3.0,44.0
7,98,No,9,9.0,94.0
8,70,Yes,8,1.0,64.0
5,56,Yes,7,6.0,43.0
4,92,Yes,4,7.0,75.0
5,54,Yes,5,1.0,36.0
4,98,Yes,4,9.0,81.0
4,58,Yes,9,7.0,41.0
2,50,Yes,8,7.0,23.0
1,49,Yes,5,7.0,24.0
5,74,Yes,7,1.0,59.0
6,86,Yes,4,9.0,73.0
9,68,No,9,7.0,67.0
5,63,No,6,,49.0
1,46,Yes,5,,17.0
2,47,No,8,6.0,28.0
2,65,No,4,1.0,42.0
1,64,No,7,2.0,35.0
7,59,No,9,1.0,47.0
4,79,No,4,7.0,64.0
7,74,No,9,2.0,63.0
1,83,No,5,3.0,59.0
6,93,Yes,7,4.0,79.0
8,63,No,6,6.0,55.0
7,91,No,4,3.0,83.0
1,77,No,6,4.0,54.0
9,57,Yes,7,5.0,55.0
2,68,Yes,4,7.0,43.0
8,62,Yes,4,2.0,52.0
5,77,No,7,,62.0
3,84,Yes,5,4.0,65.0
2,81,No,7,2.0,59.0
9,72,No,8,9.0,71.0
8,81,No,5,2.0,76.0
9,56,No,7,9.0,57.0
5,86,Yes,5,1.0,71.0
3,83,Yes,4,8.0,63.0
5,43,No,4,8.0,30.0
9,80,Yes,5,4.0,75.0
6,58,Yes,4,5.0,48.0
3,44,No,4,4.0,22.0
9,83,Yes,4,3.0,79.0
9,90,Yes,9,8.0,90.0
7,75,Yes,8,4.0,67.0
6,54,No,8,6.0,45.0
8,91,No,6,9.0,89.0
5,98,Yes,6,2.0,84.0
7,87,No,6,7.0,81.0
7,67,Yes,9,3.0,60.0
3,70,Yes,4,2.0,52.0
8,56,Yes,6,7.0,52.0
5,87,Yes,8,,72.0
2,48,Yes,6,2.0,23.0
4,59,No,6,6.0,44.0
2,46,No,9,1.0,22.0
2,82,No,5,3.0,61.0
3,93,Yes,4,1.0,72.0
7,71,Yes,4,7.0,62.0
5,91,Yes,8,1.0,76.0
3,99,No,8,8.0,80.0
6,56,Yes,5,4.0,45.0
5,62,Yes,7,,45.0
7,91,No,5,1.0,82.0
9,87,Yes,7,3.0,87.0
8,52,No,8,8.0,50.0
2,89,Yes,4,3.0,61.0
4,76,No,7,9.0,57.0
2,68,Yes,4,4.0,46.0
1,59,Yes,6,7.0,36.0
3,90,Yes,5,8.0,70.0
2,80,No,6,8.0,55.0
9,81,No,4,2.0,76.0
9,97,No,5,7.0,95.0
9,52,No,4,2.0,51.0
1,91,Yes,5,6.0,63.0
9,43,No,4,7.0,42.0
4,89,Yes,4,9.0,72.0
6,40,Yes,9,7.0,32.0
9,84,No,6,6.0,82.0
3,88,Yes,8,6.0,72.0
2,60,Yes,8,,36.0
4,40,Yes,4,,23.0
4,55,No,4,4.0,36.0
6,73,No,9,3.0,60.0
5,82,No,8,3.0,67.0
9,42,Yes,9,6.0,41.0
6,93,No,9,3.0,78.0
2,56,No,9,1.0,31.0
7,43,No,7,2.0,31.0
9,79,No,7,7.0,78.0
9,82,No,9,5.0,80.0
3,41,No,5,1.0,21.0
3,55,No,5,7.0,36.0
1,44,No,9,1.0,16.0
5,60,No,7,8.0,45.0
6,69,No,9,5.0,55.0
7,69,No,7,1.0,58.0
3,78,Yes,5,5.0,60.0
9,53,Yes,4,9.0,48.0
9,92,Yes,9,6.0,91.0
1,87,Yes,9,6.0,63.0
3,84,No,6,6.0,60.0
4,62,No,4,3.0,44.0
3,74,Yes,5,1.0,54.0
1,61,No,7,8.0,35.0
7,56,Yes,7,8.0,45.0
5,47,Yes,4,5.0,30.0
4,60,No,5,7.0,39.0
8,68,No,5,1.0,62.0
3,57,Yes,8,4.0,38.0
6,92,No,7,9.0,82.0
2,89,No,8,1.0,66.0
6,89,Yes,8,9.0,78.0
2,68,No,5,9.0,45.0
1,89,No,7,8.0,63.0
9,44,No,7,9.0,40.0
6,77,No,9,3.0,66.0
1,81,Yes,5,6.0,57.0
4,93,Yes,7,1.0,73.0
1,51,Yes,8,7.0,26.0
1,56,No,8,1.0,26.0
7,61,No,7,9.0,55.0
9,82,No,7,6.0,80.0
6,79,No,6,9.0,65.0
8,43,No,7,5.0,32.0
6,93,Yes,8,1.0,83.0
1,93,Yes,5,8.0,68.0
5,58,No,8,2.0,44.0
5,81,No,4,1.0,64.0
4,54,Yes,9,7.0,39.0
3,84,Yes,5,3.0,67.0
2,87,Yes,4,5.0,62.0
1,62,Yes,4,,36.0
3,86,Yes,4,5.0,65.0
2,57,Yes,7,5.0,34.0
3,62,No,7,3.0,40.0
4,77,No,4,5.0,54.0
4,81,No,7,,61.0
3,58,Yes,7,1.0,40.0
3,82,No,5,6.0,59.0
8,76,Yes,5,1.0,68.0
9,89,No,4,7.0,84.0
6,87,Yes,5,4.0,77.0
8,77,No,7,6.0,67.0
1,62,No,5,,33.0
5,98,Yes,6,7.0,80.0
2,43,No,5,1.0,18.0
6,71,No,8,6.0,62.0
7,47,Yes,5,3.0,39.0
5,56,Yes,5,6.0,39.0
8,85,Yes,4,7.0,80.0
6,59,No,9,,49.0
7,75,No,6,6.0,66.0
5,43,Yes,6,1.0,28.0
8,85,Yes,6,1.0,77.0
5,43,Yes,6,8.0,32.0
6,99,No,6,4.0,87.0
5,63,No,8,6.0,52.0
3,67,Yes,9,9.0,50.0
1,66,Yes,8,7.0,42.0
1,58,No,8,6.0,35.0
5,81,Yes,5,3.0,68.0
7,97,Yes,7,2.0,88.0
5,66,Yes,8,6.0,50.0
2,81,No,9,2.0,61.0
5,98,Yes,4,6.0,87.0
5,86,Yes,7,9.0,73.0
1,66,Yes,6,1.0,39.0
3,63,Yes,4,9.0,42.0
6,68,Yes,9,5.0,59.0
4,89,No,4,8.0,75.0
2,75,No,4,9.0,51.0
9,57,No,9,6.0,55.0
6,60,Yes,5,2.0,47.0
2,71,Yes,5,4.0,47.0
4,69,Yes,5,1.0,50.0
9,82,Yes,5,1.0,78.0
1,63,No,9,6.0,41.0
3,94,Yes,6,2.0,73.0
3,87,Yes,7,5.0,72.0
9,63,Yes,8,1.0,63.0
8,69,Yes,5,5.0,62.0
4,80,Yes,9,1.0,62.0
4,77,No,6,7.0,58.0
3,46,Yes,8,4.0,25.0
4,96,Yes,8,,83.0
9,81,No,8,4.0,77.0
4,95,Yes,5,8.0,79.0
4,78,No,6,3.0,60.0
7,43,Yes,5,1.0,32.0
2,54,No,5,9.0,28.0
6,40,Yes,4,,25.0
2,85,No,5,1.0,63.0
2,66,No,7,4.0,43.0
1,54,Yes,5,8.0,27.0
5,77,Yes,9,6.0,69.0
9,96,Yes,8,9.0,95.0
8,57,Yes,7,6.0,54.0
8,53,Yes,9,,48.0
1,96,No,8,2.0,74.0
3,62,Yes,6,6.0,44.0
8,94,No,9,1.0,90.0
1,54,No,8,,31.0
6,44,Yes,5,6.0,33.0
8,79,Yes,6,4.0,71.0
2,73,Yes,8,7.0,52.0
2,82,No,8,,57.0
4,99,No,6,2.0,82.0
5,63,No,5,2.0,49.0
7,72,Yes,4,1.0,65.0
6,66,Yes,8,8.0,56.0
3,88,No,8,7.0,69.0
2,90,No,5,9.0,68.0
7,62,Yes,8,4.0,54.0
4,81,Yes,8,1.0,62.0
6,88,Yes,5,8.0,75.0
6,66,Yes,6,3.0,53.0
1,53,Yes,9,5.0,24.0
5,48,No,8,8.0,31.0
2,46,Yes,6,8.0,21.0
4,42,Yes,6,8.0,25.0
1,70,Yes,8,9.0,45.0
1,70,No,6,3.0,42.0
6,48,Yes,8,1.0,38.0
8,54,Yes,8,4.0,52.0
6,53,Yes,6,6.0,37.0
8,70,No,8,8.0,65.0
9,89,Yes,9,3.0,87.0
9,62,Yes,7,5.0,56.0
3,75,No,5,6.0,56.0
5,92,Yes,6,5.0,78.0
1,99,No,6,9.0,76.0
7,47,No,6,8.0,38.0
6,64,Yes,4,9.0,48.0
3,62,No,6,2.0,40.0
8,99,No,9,3.0,97.0
6,69,No,9,7.0,59.0
7,83,Yes,5,9.0,78.0
3,82,Yes,8,,60.0
7,81,No,6,,70.0
6,57,No,4,,41.0
7,50,No,5,6.0,42.0
9,46,Yes,7,8.0,44.0
5,55,Yes,4,9.0,37.0
4,43,No,7,6.0,27.0
3,64,No,6,1.0,42.0
1,40,No,5,9.0,10.0
9,44,No,5,8.0,42.0
9,87,Yes,8,6.0,83.0
9,71,Yes,7,,68.0
6,68,Yes,5,7.0,58.0
5,70,No,4,4.0,57.0
6,43,Yes,7,4.0,29.0
6,92,No,9,2.0,82.0
7,94,No,9,1.0,84.0
4,52,No,8,2.0,32.0
8,90,No,5,1.0,82.0
5,67,No,9,7.0,52.0
5,96,Yes,6,8.0,85.0
1,75,No,8,8.0,54.0
5,54,Yes,8,8.0,43.0
2,66,No,9,4.0,42.0
7,72,No,8,3.0,66.0
3,54,Yes,6,,28.0
1,67,Yes,7,1.0,41.0
8,93,No,5,8.0,88.0
6,53,Yes,7,8.0,43.0
5,72,No,5,7.0,57.0
7,65,No,4,5.0,55.0
9,40,Yes,9,5.0,40.0
5,82,Yes,9,8.0,69.0
5,48,No,6,4.0,33.0
3,97,Yes,4,2.0,77.0
1,65,No,9,,38.0
7,58,Yes,6,4.0,49.0
1,98,Yes,9,6.0,75.0
1,52,Yes,9,7.0,27.0
6,51,Yes,6,6.0,37.0
5,89,Yes,6,7.0,77.0
3,67,Yes,8,2.0,49.0
7,93,No,6,,85.0
5,96,No,4,9.0,80.0
9,58,Yes,9,,55.0
4,66,Yes,6,9.0,50.0
7,80,No,8,6.0,74.0
6,52,No,4,1.0,37.0
3,68,No,7,2.0,51.0
5,87,No,9,7.0,73.0
7,76,No,6,8.0,68.0
7,42,No,7,3.0,37.0
9,93,No,8,6.0,93.0
4,98,Yes,8,4.0,80.0
8,51,Yes,4,9.0,44.0
7,45,Yes,6,6.0,38.0
7,64,Yes,8,5.0,58.0
7,65,Yes,9,6.0,57.0
2,40,No,4,,13.0
3,46,Yes,4,6.0,24.0
8,91,No,8,4.0,84.0
2,64,Yes,6,8.0,41.0
3,67,Yes,9,5.0,47.0
4,63,Yes,5,4.0,46.0
6,70,No,8,1.0,61.0
9,53,No,9,7.0,56.0
3,82,No,5,8.0,63.0
8,64,No,5,7.0,58.0
8,49,Yes,6,3.0,42.0
4,50,No,5,7.0,37.0
2,59,No,9,6.0,38.0
6,68,Yes,4,5.0,54.0
9,97,No,6,9.0,97.0
2,42,Yes,6,,17.0
6,59,No,5,9.0,46.0
9,87,Yes,8,9.0,89.0
5,49,Yes,5,,31.0
1,69,No,8,8.0,44.0
1,87,No,8,2.0,57.0
1,47,Yes,9,3.0,21.0
1,45,Yes,8,2.0,19.0
8,74,Yes,4,9.0,65.0
1,58,No,4,6.0,33.0
1,94,Yes,6,3.0,71.0
8,81,No,9,6.0,74.0
7,92,No,9,1.0,87.0
7,69,Yes,4,2.0,59.0
5,40,No,6,4.0,26.0
4,47,No,6,,29.0
4,42,No,6,,27.0
1,53,No,8,3.0,26.0
7,60,No,7,7.0,52.0
1,64,No,5,9.0,38.0
3,54,Yes,6,6.0,36.0
2,55,No,6,8.0,30.0
3,65,No,7,,44.0
6,67,No,6,2.0,54.0
6,53,No,6,8.0,44.0
2,95,Yes,5,7.0,78.0
1,72,No,4,3.0,41.0
5,84,No,9,2.0,70.0
2,90,Yes,6,9.0,68.0
5,74,No,5,5.0,63.0
7,79,Yes,9,8.0,72.0
9,69,Yes,6,8.0,67.0
7,70,No,4,8.0,61.0
1,50,No,4,9.0,24.0
2,95,No,4,1.0,75.0
8,59,No,6,6.0,54.0
9,79,No,4,7.0,77.0
3,40,No,8,2.0,20.0
7,45,Yes,6,5.0,34.0
9,45,Yes,7,4.0,43.0
2,73,Yes,8,,52.0
9,95,No,5,8.0,92.0
2,80,Yes,9,1.0,61.0
7,72,No,6,6.0,63.0
3,84,Yes,5,5.0,67.0
9,65,No,7,8.0,65.0
5,57,Yes,5,3.0,42.0
8,46,No,9,5.0,41.0
6,43,Yes,9,3.0,30.0
4,96,Yes,4,1.0,80.0
2,67,Yes,7,9.0,44.0
3,62,Yes,6,5.0,41.0
7,90,No,8,2.0,81.0
5,81,No,5,7.0,67.0
1,58,No,8,9.0,32.0
8,97,No,9,2.0,91.0
2,40,Yes,9,1.0,16.0
1,49,Yes,6,3.0,21.0
6,78,Yes,7,3.0,68.0
9,75,Yes,6,7.0,73.0
5,43,Yes,7,4.0,28.0
7,62,No,8,5.0,57.0
8,90,Yes,7,7.0,85.0
7,68,No,6,9.0,61.0
4,58,No,6,,40.0
1,58,No,6,8.0,34.0
8,86,Yes,5,8.0,80.0
3,69,Yes,9,4.0,50.0
5,80,No,8,9.0,69.0
7,43,No,5,2.0,34.0
2,63,Yes,4,5.0,41.0
3,96,Yes,7,1.0,72.0
5,46,Yes,7,2.0,32.0
4,87,No,8,,69.0
4,79,No,6,6.0,61.0
4,92,Yes,8,2.0,77.0
8,52,No,5,2.0,45.0
6,57,No,8,8.0,46.0
6,51,Yes,7,3.0,37.0
8,51,No,5,2.0,44.0
8,56,No,6,7.0,49.0
6,91,Yes,5,3.0,78.0
9,90,No,7,3.0,91.0
9,40,No,9,8.0,34.0
4,88,Yes,7,4.0,73.0
8,90,Yes,5,8.0,80.0
5,80,No,9,2.0,64.0
6,40,No,5,2.0,27.0
6,90,Yes,4,7.0,80.0
8,99,Yes,8,8.0,96.0
7,49,No,7,8.0,37.0
5,64,No,7,6.0,49.0
8,89,Yes,5,5.0,82.0
2,48,Yes,9,1.0,23.0
4,53,Yes,6,2.0,35.0
1,64,No,4,7.0,38.0
1,80,No,5,2.0,53.0
6,79,No,9,6.0,71.0
4,95,Yes,9,5.0,78.0
2,52,Yes,7,8.0,29.0
1,52,Yes,6,3.0,27.0
5,89,Yes,8,2.0,75.0
4,99,No,9,8.0,87.0
2,47,Yes,7,3.0,25.0
1,60,Yes,8,3.0,34.0
5,74,Yes,6,5.0,61.0
9,45,No,4,9.0,40.0
3,61,No,6,1.0,42.0
8,75,Yes,4,1.0,70.0
1,52,No,9,,26.0
1,73,Yes,7,9.0,47.0
1,62,No,8,,33.0
2,78,Yes,7,8.0,54.0
2,63,No,7,8.0,42.0
4,67,Yes,6,3.0,49.0
9,76,No,9,2.0,75.0
1,84,Yes,8,8.0,60.0
2,94,Yes,9,8.0,75.0
6,65,No,8,9.0,54.0
2,94,No,8,,70.0
9,98,Yes,9,8.0,99.0
7,58,Yes,4,1.0,47.0
4,71,Yes,4,9.0,51.0
8,41,Yes,5,1.0,33.0
6,99,Yes,9,4.0,88.0
6,93,Yes,7,,81.0
3,59,Yes,8,9.0,43.0
5,83,No,7,2.0,70.0
4,40,Yes,6,5.0,21.0
8,75,No,8,3.0,70.0
4,54,No,7,5.0,34.0
2,43,Yes,7,8.0,26.0
3,48,No,5,1.0,28.0
3,80,Yes,7,4.0,61.0
2,80,No,9,2.0,59.0
1,79,Yes,5,8.0,55.0
5,80,Yes,9,9.0,66.0
7,58,Yes,7,9.0,46.0
8,65,No,8,3.0,61.0
3,53,No,6,7.0,35.0
7,86,Yes,5,4.0,74.0
9,48,No,7,6.0,44.0
4,86,Yes,7,2.0,70.0
3,71,No,6,6.0,52.0
8,51,Yes,4,6.0,40.0
8,66,No,8,9.0,63.0
1,46,Yes,4,3.0,22.0
4,54,Yes,7,,37.0
6,42,No,9,5.0,29.0
4,74,No,7,7.0,56.0
8,57,Yes,8,5.0,52.0
9,54,Yes,8,6.0,52.0
6,70,No,9,2.0,57.0
3,79,Yes,6,,59.0
2,87,Yes,7,3.0,61.0
4,43,No,7,9.0,30.0
4,86,No,4,5.0,66.0
7,59,Yes,9,6.0,51.0
1,50,Yes,7,6.0,26.0
5,78,Yes,8,2.0,62.0
5,56,No,8,5.0,40.0
4,98,Yes,9,7.0,81.0
6,49,Yes,7,7.0,38.0
7,67,Yes,9,2.0,53.0
4,72,No,8,4.0,52.0
6,53,No,9,8.0,45.0
6,70,Yes,7,3.0,55.0
3,95,No,4,7.0,76.0
7,41,Yes,7,8.0,34.0
9,95,No,4,2.0,90.0
8,76,Yes,4,6.0,71.0
7,92,Yes,8,,86.0
1,73,Yes,5,8.0,50.0
5,48,No,8,,36.0
9,79,Yes,7,8.0,79.0
2,67,No,8,2.0,44.0
5,75,No,8,5.0,61.0
7,56,No,4,,46.0
5,90,No,4,8.0,75.0
6,50,Yes,6,1.0,43.0
9,85,No,8,7.0,82.0
6,89,Yes,7,8.0,77.0
5,77,No,4,2.0,63.0
6,55,No,8,3.0,43.0
2,46,Yes,7,9.0,23.0
3,99,Yes,6,8.0,80.0
5,80,No,9,3.0,65.0
6,71,Yes,7,7.0,61.0
5,80,Yes,9,9.0,70.0
5,65,No,8,4.0,52.0
6,87,Yes,4,2.0,74.0
8,86,No,9,3.0,81.0
4,49,Yes,7,,31.0
5,42,No,7,2.0,29.0
3,50,No,6,4.0,27.0
3,93,Yes,4,3.0,72.0
3,40,Yes,7,3.0,18.0
9,44,No,5,8.0,38.0
2,99,Yes,7,6.0,80.0
7,52,No,5,2.0,43.0
5,65,No,4,4.0,49.0
9,41,No,6,9.0,37.0
2,63,Yes,6,7.0,44.0
7,52,Yes,7,,44.0
2,97,No,5,8.0,76.0
9,87,Yes,7,6.0,84.0
1,57,No,5,,30.0
1,91,No,8,4.0,64.0
8,42,Yes,6,8.0,36.0
7,52,No,8,1.0,43.0
4,85,Yes,5,5.0,68.0
6,61,Yes,7,4.0,47.0
3,41,No,4,1.0,18.0
9,89,Yes,6,9.0,91.0
4,60,Yes,9,9.0,43.0
4,83,No,5,7.0,66.0
2,85,No,6,6.0,62.0
4,85,Yes,5,9.0,70.0
8,89,Yes,9,8.0,84.0
8,91,No,4,6.0,86.0
8,64,No,5,,56.0
4,91,No,7,1.0,77.0
7,86,Yes,5,5.0,76.0
9,65,No,7,4.0,60.0
6,46,No,4,2.0,35.0
1,54,Yes,7,7.0,29.0
7,71,No,5,5.0,60.0
3,59,No,8,6.0,43.0
8,87,No,5,3.0,83.0
1,79,No,6,6.0,53.0
3,40,No,7,7.0,21.0
1,74,No,4,,52.0
2,66,Yes,4,,45.0
5,68,No,4,8.0,52.0
2,95,No,6,8.0,70.0
4,43,No,8,2.0,22.0
2,80,Yes,4,5.0,55.0
6,97,Yes,9,7.0,87.0
4,51,Yes,5,,31.0
6,55,Yes,8,6.0,46.0
3,67,Yes,9,,50.0
8,93,No,8,3.0,86.0
2,97,No,4,4.0,73.0
7,69,No,8,1.0,61.0
9,56,No,5,6.0,53.0
2,76,No,4,5.0,55.0
7,89,Yes,5,7.0,80.0
4,64,No,8,6.0,49.0
8,47,No,7,1.0,36.0
3,86,Yes,9,,66.0
3,83,Yes,4,3.0,64.0
2,52,Yes,8,1.0,27.0
8,47,No,9,5.0,40.0
4,79,No,9,3.0,66.0
3,87,No,9,5.0,70.0
8,70,No,5,4.0,63.0
5,69,No,5,4.0,54.0
7,82,Yes,9,7.0,78.0
3,75,Yes,9,4.0,60.0
7,58,No,6,1.0,49.0
2,88,No,4,3.0,66.0
7,69,No,7,6.0,61.0
1,76,Yes,5,6.0,52.0
8,95,No,9,9.0,91.0
6,65,No,8,1.0,49.0
3,81,No,9,9.0,63.0
1,84,No,9,6.0,58.0
1,51,No,4,8.0,29.0
9,52,No,9,8.0,50.0
7,55,No,7,1.0,44.0
4,82,No,9,8.0,67.0
6,51,No,9,1.0,40.0
2,64,No,6,5.0,42.0
4,66,No,8,7.0,49.0
1,54,Yes,7,6.0,29.0
3,52,Yes,9,1.0,33.0
2,55,No,4,7.0,32.0
2,45,Yes,4,4.0,21.0
2,92,Yes,5,9.0,71.0
4,46,Yes,8,2.0,27.0
8,73,Yes,6,4.0,68.0
4,75,No,9,9.0,56.0
9,78,No,4,8.0,72.0
7,63,No,7,5.0,56.0
2,86,No,7,4.0,62.0
6,40,No,6,1.0,24.0
5,93,Yes,8,6.0,80.0
6,83,Yes,6,7.0,73.0
1,84,Yes,8,4.0,63.0
1,99,Yes,5,,75.0
5,86,Yes,8,8.0,69.0
8,77,No,8,9.0,72.0
1,93,No,8,5.0,68.0
8,64,No,6,7.0,61.0
7,87,Yes,8,2.0,79.0
9,82,No,6,5.0,82.0
8,56,No,4,5.0,48.0
9,71,Yes,6,5.0,66.0
5,75,No,9,8.0,62.0
5,40,Yes,7,8.0,26.0
4,79,No,5,2.0,60.0
8,64,Yes,5,1.0,57.0
9,94,Yes,7,5.0,93.0
4,95,Yes,7,2.0,77.0
4,93,Yes,6,5.0,72.0
3,91,Yes,8,9.0,72.0
3,81,Yes,8,5.0,62.0
2,60,Yes,4,6.0,34.0
2,78,Yes,8,8.0,58.0
4,56,Yes,8,6.0,43.0
8,49,No,4,,42.0
4,58,Yes,4,7.0,39.0
6,47,No,4,9.0,33.0
9,41,No,6,2.0,36.0
6,60,No,8,7.0,50.0
4,44,Yes,6,,29.0
5,65,No,9,,54.0
1,69,Yes,4,3.0,41.0
8,72,Yes,4,2.0,65.0
4,79,No,8,5.0,65.0
3,89,Yes,4,2.0,67.0
7,40,No,7,6.0,34.0
3,67,No,4,3.0,45.0
4,62,No,7,1.0,41.0
3,47,Yes,6,9.0,25.0
9,88,No,9,6.0,84.0
8,92,No,9,,89.0
2,84,No,5,2.0,59.0
9,89,No,9,9.0,91.0
4,80,Yes,8,9.0,63.0
1,77,No,6,1.0,48.0
7,81,Yes,9,6.0,75.0
4,98,Yes,9,8.0,83.0
6,73,No,5,6.0,58.0
7,77,Yes,7,4.0,69.0
2,83,No,7,3.0,58.0
5,99,Yes,8,9.0,91.0
6,56,No,5,9.0,41.0
1,99,No,6,1.0,73.0
3,67,No,7,9.0,48.0
4,91,Yes,4,3.0,74.0
8,69,No,6,,60.0
8,47,No,4,9.0,40.0
1,89,No,6,8.0,61.0
6,53,Yes,4,5.0,41.0
9,72,No,7,6.0,73.0
8,54,No,7,8.0,46.0
8,56,Yes,5,7.0,51.0
5,78,Yes,4,9.0,60.0
5,73,No,4,3.0,57.0
7,78,No,6,2.0,72.0
2,86,Yes,4,7.0,65.0
7,65,Yes,7,3.0,58.0
7,84,Yes,5,,73.0
9,74,Yes,7,9.0,72.0
6,57,No,7,,42.0
1,71,Yes,6,7.0,44.0
8,45,Yes,6,2.0,38.0
3,57,No,4,5.0,34.0
7,42,Yes,5,3.0,29.0
6,68,No,6,3.0,58.0
9,79,No,6,5.0,77.0
4,80,No,7,8.0,64.0
1,75,No,8,8.0,50.0
4,47,Yes,4,6.0,25.0
6,98,Yes,8,6.0,90.0
7,54,No,9,3.0,47.0
4,69,Yes,7,2.0,53.0
4,42,No,4,9.0,24.0
6,81,No,9,5.0,74.0
5,88,No,5,2.0,71.0
6,99,Yes,5,2.0,89.0
3,81,No,4,7.0,59.0
5,61,Yes,8,7.0,51.0
4,65,No,4,1.0,46.0
8,90,No,8,4.0,83.0
7,64,Yes,8,6.0,55.0
6,70,No,9,6.0,61.0
2,53,Yes,8,4.0,33.0
1,86,No,5,4.0,59.0
9,54,No,7,4.0,50.0
8,86,Yes,7,3.0,82.0
5,53,No,7,,37.0
9,47,Yes,9,8.0,45.0
7,79,No,4,4.0,70.0
8,61,No,9,4.0,59.0
4,97,Yes,8,7.0,81.0
3,84,Yes,7,,65.0
2,58,No,9,7.0,38.0
6,95,No,6,7.0,86.0
4,61,Yes,8,,44.0
6,90,Yes,6,8.0,83.0
3,90,No,9,5.0,73.0
2,63,Yes,9,4.0,41.0
7,42,No,4,4.0,35.0
8,90,Yes,5,3.0,81.0
5,49,Yes,7,,31.0
8,75,No,7,,69.0
4,53,Yes,4,8.0,35.0
6,50,Yes,5,8.0,40.0
8,48,Yes,7,1.0,38.0
1,65,No,8,9.0,39.0
8,85,Yes,6,3.0,81.0
1,90,No,4,6.0,61.0
9,60,No,4,6.0,54.0
4,65,No,5,7.0,45.0
9,61,Yes,4,7.0,56.0
9,71,No,5,7.0,69.0
3,61,Yes,8,1.0,39.0
2,58,No,6,9.0,38.0
1,80,No,6,3.0,55.0
1,82,No,7,6.0,55.0
3,72,Yes,9,7.0,55.0
7,84,Yes,7,6.0,72.0
6,73,Yes,7,1.0,63.0
3,83,No,8,4.0,65.0
5,64,No,5,4.0,49.0
6,97,Yes,7,8.0,87.0
6,91,No,4,2.0,79.0
9,51,No,8,3.0,47.0
4,44,No,7,5.0,26.0
6,83,Yes,8,,71.0
6,80,Yes,8,3.0,68.0
1,89,Yes,7,2.0,64.0
2,80,No,8,6.0,58.0
5,71,No,7,5.0,55.0
8,75,Yes,5,4.0,73.0
5,60,No,9,,48.0
5,94,Yes,5,5.0,82.0
8,50,Yes,6,6.0,48.0
8,65,No,4,4.0,55.0
1,89,No,8,8.0,66.0
6,92,Yes,6,1.0,80.0
4,56,Yes,9,9.0,40.0
6,58,No,9,7.0,49.0
6,45,Yes,7,2.0,37.0
5,83,No,6,7.0,71.0
3,40,Yes,8,2.0,18.0
9,68,No,8,2.0,70.0
5,89,No,7,9.0,76.0
5,88,No,8,6.0,74.0
2,81,Yes,4,3.0,58.0
1,97,No,5,5.0,68.0
2,60,No,4,5.0,40.0
4,68,Yes,5,6.0,50.0
1,65,No,8,1.0,39.0
4,70,Yes,9,1.0,54.0
7,63,No,6,1.0,54.0
8,87,Yes,9,1.0,83.0
1,59,Yes,5,4.0,34.0
6,58,Yes,8,1.0,49.0
1,47,No,8,7.0,20.0
2,54,Yes,5,7.0,34.0
7,97,Yes,5,2.0,84.0
2,79,No,6,6.0,58.0
2,98,No,7,9.0,77.0
3,52,No,4,7.0,32.0
9,54,No,9,3.0,49.0
9,98,No,5,9.0,93.0
4,78,No,8,6.0,65.0
2,55,Yes,8,9.0,35.0
8,51,No,5,6.0,47.0
1,76,Yes,7,2.0,51.0
6,68,Yes,6,4.0,56.0
1,81,Yes,5,4.0,55.0
8,76,No,8,4.0,77.0
8,46,No,9,,41.0
9,65,No,9,8.0,64.0
8,95,Yes,6,3.0,88.0
1,88,No,8,5.0,63.0
4,65,No,5,2.0,45.0
3,71,Yes,6,6.0,54.0
1,42,No,9,2.0,12.0
3,91,Yes,9,8.0,72.0
5,79,No,7,8.0,68.0
3,82,No,8,3.0,64.0
7,71,No,6,8.0,62.0
3,80,Yes,7,,61.0
3,69,No,9,5.0,54.0
2,58,No,5,4.0,32.0
3,41,Yes,5,5.0,24.0
2,63,No,4,,37.0
7,45,Yes,7,2.0,34.0
9,83,Yes,6,9.0,85.0
2,40,No,7,9.0,18.0
4,56,Yes,5,2.0,45.0
9,41,Yes,8,6.0,38.0
3,99,Yes,7,8.0,77.0
2,97,No,6,7.0,74.0
9,95,Yes,7,2.0,93.0
4,64,No,7,1.0,46.0
7,60,Yes,5,5.0,53.0
9,63,No,8,2.0,59.0
3,63,Yes,9,8.0,46.0
9,78,Yes,6,7.0,79.0
2,40,Yes,5,6.0,16.0
2,72,Yes,9,1.0,48.0
6,97,Yes,8,5.0,86.0
3,78,No,8,2.0,57.0
5,93,No,6,8.0,80.0
3,41,No,9,6.0,23.0
3,56,No,9,6.0,39.0
7,89,Yes,6,9.0,82.0
1,57,Yes,7,8.0,31.0
4,48,Yes,9,6.0,33.0
1,99,Yes,4,6.0,75.0
1,59,Yes,7,9.0,34.0
8,83,No,9,9.0,80.0
5,91,Yes,8,1.0,78.0
1,67,No,4,6.0,39.0
9,90,Yes,7,9.0,90.0
4,75,No,8,9.0,61.0
7,83,Yes,7,1.0,74.0
5,44,No,6,,26.0
1,99,Yes,7,3.0,77.0
3,80,No,7,7.0,59.0
3,47,No,7,4.0,24.0
4,42,No,8,9.0,22.0
1,53,Yes,6,1.0,24.0
5,87,Yes,9,5.0,75.0
5,44,No,9,6.0,29.0
