person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
36.0,168939.0,15,8000.0,6.99,0.05,11.0,692,Rejected
38.0,88370.0,20,15000.0,12.68,0.17,12.0,555,Rejected
45.0,168861.0,25,7000.0,7.29,0.04,17.0,732,Rejected
41.0,131359.0,19,15000.0,17.88,0.11,16.0,577,Approved
41.0,169150.0,18,25000.0,13.8,0.15,12.0,530,Rejected
37.0,89454.0,19,15000.0,11.71,0.17,11.0,674,Rejected
38.0,168999.0,15,25000.0,9.99,0.15,12.0,699,Rejected
38.0,168903.0,16,10000.0,14.09,0.06,16.0,620,Rejected
37.0,168825.0,15,14000.0,7.51,0.08,12.0,692,Rejected
37.0,90914.0,14,15000.0,14.5,0.16,15.0,627,Rejected
50.0,83774.0,28,15000.0,11.01,0.18,17.0,693,Approved
40.0,91035.0,20,15000.0,7.29,0.16,11.0,633,Rejected
39.0,154624.0,18,20000.0,13.11,0.13,15.0,610,Approved
36.0,168857.0,12,20800.0,11.48,0.12,11.0,680,Rejected
44.0,169197.0,19,21500.0,11.83,0.13,14.0,645,Rejected
38.0,168901.0,14,24000.0,12.18,0.14,15.0,682,Rejected
38.0,169150.0,16,8000.0,10.95,0.05,14.0,721,Rejected
36.0,169234.0,14,10000.0,6.92,0.06,11.0,660,Rejected
38.0,25270.0,11,6250.0,11.01,0.25,12.0,624,Rejected
42.0,169370.0,18,14000.0,10.99,0.08,14.0,644,Rejected
43.0,169844.0,18,6000.0,10.99,0.04,14.0,664,Rejected
43.0,170084.0,21,15000.0,12.53,0.09,16.0,688,Rejected
,170898.0,16,6000.0,11.49,0.04,16.0,665,Rejected
40.0,171400.0,15,15000.0,10.99,0.09,14.0,633,Rejected
47.0,91062.0,23,15000.0,13.48,0.16,17.0,575,Rejected
40.0,171573.0,21,25000.0,15.31,0.15,14.0,686,Rejected
43.0,171866.0,20,20000.0,11.49,0.12,15.0,670,Rejected
39.0,83959.0,21,15000.0,14.42,0.18,12.0,694,Approved
36.0,173735.0,11,21000.0,7.9,0.12,16.0,657,Rejected
36.0,173345.0,13,7600.0,15.23,0.04,16.0,652,Rejected
37.0,173663.0,14,10000.0,14.17,0.06,14.0,624,Rejected
41.0,173710.0,18,25000.0,10.08,0.14,11.0,656,Rejected
37.0,175181.0,13,21000.0,11.99,0.12,15.0,600,Rejected
36.0,174705.0,13,5000.0,9.62,0.03,16.0,711,Rejected
43.0,175010.0,18,20000.0,6.91,0.11,17.0,689,Rejected
40.0,175180.0,15,15000.0,7.88,0.09,15.0,636,Rejected
37.0,176388.0,13,10000.0,13.99,0.06,16.0,698,Rejected
36.0,24069.0,12,4500.0,13.49,0.19,14.0,583,Approved
40.0,179081.0,20,5000.0,6.03,0.03,16.0,520,Rejected
36.0,99583.0,17,15000.0,14.09,0.15,16.0,673,Rejected
39.0,180673.0,19,30000.0,8.9,0.17,15.0,703,Rejected
40.0,180802.0,17,24000.0,6.62,0.13,14.0,724,Rejected
42.0,181197.0,23,16000.0,8.49,0.09,12.0,559,Rejected
40.0,180910.0,17,20000.0,12.99,0.11,14.0,635,Rejected
36.0,180854.0,12,7200.0,6.92,0.04,13.0,702,Rejected
36.0,181034.0,15,7000.0,7.29,0.04,15.0,578,Rejected
40.0,180970.0,17,12000.0,10.37,0.07,12.0,662,Rejected
44.0,181130.0,24,25000.0,13.43,0.14,17.0,614,Rejected
38.0,180794.0,15,7500.0,10.0,0.04,13.0,680,Rejected
36.0,181229.0,17,3000.0,7.29,0.02,17.0,706,Rejected
45.0,107204.0,22,15000.0,14.83,0.14,12.0,658,Rejected
38.0,23867.0,14,2500.0,11.86,0.1,15.0,626,Rejected
36.0,180772.0,14,10000.0,11.01,0.06,16.0,679,Rejected
37.0,181113.0,16,10000.0,13.48,0.06,12.0,626,Rejected
,181142.0,16,12000.0,11.14,0.07,17.0,669,Rejected
,181465.0,20,24500.0,11.83,0.14,17.0,679,Rejected
37.0,141714.0,15,10000.0,11.01,0.07,11.0,527,Approved
38.0,180767.0,17,24000.0,11.83,0.13,13.0,620,Rejected
39.0,166743.0,19,20000.0,11.14,0.12,12.0,571,Approved
49.0,180926.0,23,20000.0,16.95,0.11,16.0,643,Rejected
37.0,112327.0,15,15000.0,7.49,0.13,14.0,584,Rejected
40.0,180967.0,18,7500.0,8.07,0.04,15.0,626,Rejected
39.0,181597.0,15,21000.0,11.01,0.12,12.0,619,Rejected
42.0,181718.0,21,8150.0,6.99,0.04,17.0,628,Rejected
38.0,182476.0,15,35000.0,8.9,0.19,12.0,700,Rejected
41.0,170147.0,17,25000.0,14.96,0.15,13.0,641,Approved
39.0,59991.0,18,15175.0,19.13,0.25,11.0,676,Approved
42.0,185816.0,21,20000.0,11.01,0.11,15.0,683,Rejected
36.0,186879.0,13,30000.0,7.9,0.16,17.0,658,Rejected
36.0,187069.0,12,25000.0,10.74,0.13,11.0,646,Rejected
37.0,186823.0,14,20000.0,6.54,0.11,15.0,623,Rejected
,45049.0,23,15200.0,14.26,0.34,16.0,686,Approved
40.0,44701.0,18,15250.0,12.53,0.34,16.0,654,Approved
47.0,187927.0,23,18000.0,11.99,0.1,17.0,677,Rejected
37.0,188225.0,17,4000.0,8.49,0.02,15.0,656,Rejected
39.0,187774.0,18,15000.0,11.89,0.08,11.0,625,Rejected
37.0,174963.0,16,11375.0,10.99,0.07,14.0,700,Approved
40.0,192484.0,19,12000.0,14.27,0.06,17.0,679,Rejected
40.0,80132.0,18,15575.0,14.27,0.19,13.0,681,Rejected
38.0,193295.0,14,14000.0,6.62,0.07,13.0,648,Rejected
42.0,192642.0,21,22000.0,6.99,0.11,16.0,691,Rejected
36.0,51342.0,11,15600.0,11.01,0.3,14.0,568,Approved
37.0,64883.0,14,15600.0,11.01,0.24,15.0,677,Rejected
36.0,83810.0,15,15600.0,10.99,0.19,16.0,620,Rejected
37.0,192911.0,14,10000.0,7.51,0.05,13.0,598,Rejected
36.0,192800.0,11,10000.0,12.73,0.05,15.0,673,Rejected
36.0,192937.0,14,24000.0,14.96,0.12,14.0,665,Rejected
44.0,54837.0,22,15775.0,10.99,0.29,12.0,602,Approved
40.0,68822.0,18,15775.0,10.59,0.23,14.0,685,Rejected
39.0,197813.0,16,35000.0,13.99,0.18,14.0,647,Rejected
42.0,184252.0,20,25000.0,20.0,0.14,14.0,664,Approved
40.0,199346.0,18,9000.0,7.51,0.05,16.0,620,Rejected
36.0,92453.0,9,16000.0,8.94,0.17,12.0,651,Rejected
47.0,202441.0,24,8775.0,8.49,0.04,12.0,615,Rejected
36.0,205106.0,14,25000.0,7.51,0.12,13.0,694,Rejected
41.0,205172.0,17,20000.0,11.11,0.1,11.0,610,Rejected
46.0,98855.0,24,16000.0,10.99,0.16,16.0,671,Rejected
41.0,107892.0,19,16000.0,10.95,0.15,15.0,658,Rejected
42.0,211215.0,20,7000.0,12.99,0.03,13.0,663,Rejected
44.0,211336.0,22,15000.0,7.66,0.07,17.0,684,Rejected
41.0,167170.0,17,23000.0,14.96,0.14,12.0,573,Approved
,210936.0,15,10000.0,11.26,0.05,17.0,656,Rejected
44.0,169912.0,19,35000.0,16.49,0.21,15.0,634,Approved
47.0,214334.0,23,9000.0,10.99,0.04,17.0,695,Rejected
46.0,216903.0,24,18000.0,9.91,0.08,11.0,649,Rejected
41.0,216865.0,18,14000.0,5.99,0.06,11.0,694,Rejected
37.0,218362.0,13,20000.0,13.85,0.09,17.0,695,Rejected
40.0,219227.0,20,25000.0,16.07,0.11,12.0,651,Rejected
,120812.0,19,16000.0,11.01,0.13,11.0,660,Rejected
48.0,223150.0,25,10000.0,20.0,0.04,14.0,620,Rejected
36.0,223172.0,10,6000.0,10.0,0.03,15.0,667,Rejected
37.0,223137.0,17,4000.0,10.0,0.02,11.0,659,Rejected
47.0,225202.0,25,14000.0,8.9,0.06,16.0,649,Rejected
40.0,225051.0,17,10000.0,7.9,0.04,17.0,706,Rejected
37.0,131726.0,15,16000.0,13.11,0.12,13.0,591,Rejected
38.0,118659.0,16,16000.0,16.4,0.13,15.0,596,Approved
43.0,235207.0,23,10000.0,12.73,0.04,12.0,643,Rejected
44.0,240858.0,23,20000.0,7.51,0.08,11.0,705,Rejected
40.0,18474.0,18,8000.0,7.14,0.43,12.0,487,Approved
36.0,145078.0,13,16000.0,13.06,0.11,16.0,597,Rejected
37.0,241378.0,19,10000.0,13.8,0.04,16.0,684,Rejected
38.0,240888.0,14,3000.0,7.68,0.01,15.0,677,Rejected
47.0,245751.0,25,10000.0,13.06,0.04,13.0,573,Rejected
37.0,246751.0,17,18000.0,10.39,0.07,14.0,598,Rejected
36.0,207280.0,13,9400.0,15.62,0.05,11.0,521,Approved
42.0,360723.0,20,16000.0,9.63,0.04,15.0,639,Rejected
42.0,269846.0,20,25000.0,11.86,0.09,15.0,667,Rejected
43.0,84739.0,24,19200.0,11.01,0.23,11.0,681,Rejected
40.0,301183.0,18,28000.0,7.9,0.09,13.0,714,Rejected
39.0,301107.0,17,4000.0,15.23,0.01,13.0,613,Rejected
37.0,300843.0,15,34000.0,14.79,0.11,16.0,658,Rejected
37.0,89816.0,14,19200.0,12.87,0.21,12.0,617,Approved
36.0,286397.0,15,25000.0,15.95,0.09,17.0,673,Approved
45.0,108083.0,21,19200.0,11.01,0.18,12.0,574,Rejected
40.0,330700.0,20,24500.0,10.99,0.07,13.0,704,Rejected
36.0,348890.0,16,25000.0,15.65,0.07,16.0,564,Rejected
37.0,294457.0,12,35000.0,18.39,0.12,14.0,630,Approved
40.0,361012.0,18,16000.0,14.17,0.04,14.0,579,Rejected
40.0,41577.0,17,19275.0,14.5,0.46,11.0,664,Approved
38.0,376616.0,18,21600.0,11.01,0.06,16.0,630,Rejected
42.0,381264.0,20,19400.0,11.01,0.05,13.0,695,Rejected
36.0,314855.0,14,24000.0,10.62,0.08,16.0,611,Approved
39.0,373545.0,17,15000.0,15.65,0.04,11.0,569,Approved
39.0,390999.0,18,18000.0,14.96,0.05,14.0,663,Rejected
42.0,433052.0,21,25000.0,9.99,0.06,14.0,575,Rejected
45.0,65948.0,24,19425.0,11.99,0.29,17.0,640,Approved
41.0,458696.0,17,35000.0,13.49,0.08,14.0,558,Rejected
41.0,533530.0,19,2500.0,15.31,0.0,11.0,667,Rejected
40.0,660785.0,17,18000.0,11.12,0.03,12.0,739,Rejected
40.0,661036.0,17,8000.0,10.75,0.01,14.0,643,Rejected
37.0,721223.0,12,16000.0,10.25,0.02,14.0,599,Rejected
42.0,600928.0,17,24000.0,18.43,0.04,11.0,667,Approved
42.0,721514.0,19,25000.0,14.74,0.03,11.0,696,Rejected
43.0,936880.0,21,1000.0,8.94,0.0,11.0,657,Rejected
38.0,46000.0,15,19750.0,13.92,0.43,16.0,585,Approved
37.0,961176.0,12,15000.0,11.36,0.02,17.0,655,Rejected
36.0,994533.0,11,4200.0,11.01,0.0,16.0,649,Rejected
42.0,47899.0,21,19750.0,10.65,0.41,14.0,674,Approved
37.0,1081139.0,15,25000.0,12.87,0.02,13.0,625,Rejected
47.0,1635757.0,24,6600.0,7.74,0.0,17.0,591,Rejected
36.0,12265.0,14,3250.0,11.49,0.26,15.0,645,Approved
44.0,1728974.0,20,6400.0,7.4,0.0,15.0,573,Rejected
36.0,55014.0,14,19750.0,13.35,0.36,14.0,666,Approved
40.0,11372.0,22,2500.0,11.01,0.22,17.0,727,Approved
46.0,10510.0,24,1600.0,14.42,0.15,11.0,677,Approved
37.0,9850.0,15,1000.0,11.14,0.1,13.0,473,Rejected
37.0,8104.0,16,1300.0,6.03,0.16,11.0,561,Approved
41.0,8000.0,15,2000.0,13.22,0.25,15.0,737,Approved
36.0,35726.0,13,6000.0,15.96,0.17,13.0,653,Rejected
47.0,96414.0,22,16000.0,7.51,0.17,14.0,676,Rejected
44.0,44165.0,23,1000.0,7.51,0.02,17.0,691,Rejected
47.0,58865.0,24,2500.0,14.65,0.04,17.0,728,Rejected
,55872.0,21,5000.0,10.38,0.09,15.0,581,Approved
39.0,84921.0,16,12500.0,7.9,0.15,13.0,597,Rejected
37.0,31021.0,16,7500.0,10.99,0.24,15.0,705,Rejected
44.0,113951.0,23,4400.0,7.29,0.04,11.0,722,Rejected
42.0,102682.0,22,5750.0,12.99,0.06,14.0,634,Rejected
38.0,46118.0,18,1375.0,6.91,0.03,15.0,644,Rejected
37.0,90573.0,11,15000.0,14.5,0.17,11.0,656,Rejected
40.0,44002.0,18,3275.0,8.88,0.07,13.0,623,Rejected
46.0,57369.0,25,6000.0,7.14,0.1,14.0,726,Rejected
36.0,53287.0,12,15000.0,13.11,0.28,17.0,687,Rejected
37.0,39759.0,16,8000.0,15.99,0.2,12.0,697,Rejected
44.0,106684.0,25,8000.0,10.38,0.07,11.0,702,Rejected
40.0,46499.0,17,7000.0,15.99,0.15,16.0,622,Approved
38.0,192784.0,13,14000.0,6.62,0.07,16.0,609,Rejected
48.0,23925.0,25,7000.0,11.01,0.29,16.0,669,Approved
38.0,67073.0,17,11700.0,7.66,0.17,13.0,703,Rejected
36.0,24919.0,12,4375.0,10.74,0.18,11.0,673,Rejected
41.0,132989.0,19,30000.0,9.91,0.23,17.0,687,Rejected
37.0,63300.0,15,14000.0,13.16,0.22,15.0,660,Rejected
40.0,19825.0,16,2375.0,11.11,0.12,12.0,700,Rejected
38.0,156842.0,17,30000.0,9.91,0.19,11.0,619,Rejected
36.0,47641.0,11,2000.0,11.01,0.04,13.0,664,Rejected
36.0,186926.0,15,30000.0,7.9,0.16,14.0,636,Rejected
39.0,102215.0,18,9875.0,7.51,0.1,14.0,619,Rejected
38.0,98276.0,17,11000.0,10.36,0.11,14.0,682,Rejected
37.0,90507.0,13,6000.0,14.26,0.07,16.0,570,Rejected
37.0,41176.0,17,8400.0,13.92,0.2,17.0,727,Rejected
47.0,78901.0,26,3100.0,13.49,0.04,16.0,573,Rejected
41.0,42793.0,19,1500.0,13.06,0.04,13.0,675,Rejected
37.0,72806.0,15,3000.0,12.53,0.04,15.0,617,Rejected
38.0,132710.0,20,12000.0,12.99,0.09,11.0,590,Rejected
50.0,71311.0,29,22000.0,17.74,0.31,13.0,630,Approved
38.0,23529.0,15,2500.0,11.86,0.11,16.0,673,Rejected
37.0,72799.0,18,16000.0,11.01,0.22,15.0,652,Rejected
43.0,117832.0,22,24000.0,10.99,0.2,16.0,673,Rejected
46.0,108938.0,27,20000.0,6.91,0.18,15.0,708,Rejected
37.0,58669.0,14,7500.0,16.29,0.13,12.0,647,Rejected
42.0,432619.0,23,25000.0,9.99,0.06,17.0,692,Rejected
37.0,73335.0,17,10000.0,15.99,0.14,17.0,714,Approved
39.0,15333.0,16,2000.0,10.65,0.13,16.0,690,Approved
43.0,61201.0,21,11500.0,11.01,0.19,11.0,630,Rejected
50.0,51223.0,27,5000.0,15.31,0.1,12.0,644,Approved
50.0,82734.0,26,10000.0,11.49,0.12,16.0,594,Rejected
41.0,168685.0,15,15000.0,17.88,0.09,11.0,688,Rejected
36.0,55436.0,13,10000.0,13.49,0.18,15.0,648,Rejected
36.0,60690.0,14,7200.0,13.98,0.12,17.0,660,Rejected
36.0,63254.0,12,7000.0,13.85,0.11,14.0,561,Approved
48.0,50732.0,26,5000.0,7.29,0.1,14.0,669,Rejected
36.0,46976.0,15,2400.0,18.39,0.05,13.0,562,Rejected
36.0,41273.0,14,12000.0,11.36,0.29,16.0,612,Approved
38.0,57196.0,17,4775.0,11.01,0.08,14.0,582,Rejected
38.0,51662.0,16,4600.0,11.01,0.09,17.0,665,Rejected
37.0,97006.0,15,25000.0,13.11,0.26,16.0,700,Approved
37.0,130610.0,16,20000.0,16.32,0.15,13.0,705,Approved
,75369.0,14,8000.0,11.12,0.11,12.0,673,Rejected
36.0,69212.0,14,6200.0,11.01,0.09,13.0,601,Approved
38.0,21134.0,19,4375.0,7.51,0.21,13.0,715,Approved
37.0,91197.0,14,10000.0,11.01,0.11,17.0,655,Rejected
37.0,51330.0,12,12000.0,11.01,0.23,14.0,557,Rejected
36.0,33159.0,16,4500.0,7.66,0.14,14.0,608,Rejected
44.0,168723.0,20,21500.0,11.83,0.13,11.0,541,Rejected
41.0,83847.0,15,4000.0,16.29,0.05,13.0,540,Approved
47.0,53796.0,24,8000.0,11.01,0.15,15.0,662,Approved
37.0,55135.0,14,9000.0,11.71,0.16,16.0,651,Approved
44.0,69512.0,23,4200.0,11.01,0.06,11.0,701,Rejected
37.0,121262.0,16,6000.0,11.99,0.05,13.0,654,Rejected
41.0,49083.0,20,9200.0,7.49,0.19,15.0,668,Rejected
47.0,45358.0,26,7400.0,8.0,0.16,15.0,717,Rejected
36.0,133176.0,13,9000.0,11.01,0.07,13.0,653,Rejected
39.0,38410.0,15,6400.0,11.49,0.17,16.0,708,Rejected
38.0,241072.0,19,20000.0,11.48,0.08,11.0,487,Rejected
44.0,72869.0,25,15000.0,11.01,0.21,11.0,611,Rejected
40.0,77528.0,19,12000.0,10.25,0.15,12.0,637,Rejected
36.0,58726.0,12,1500.0,13.92,0.03,11.0,515,Approved
39.0,48857.0,19,6000.0,14.54,0.12,11.0,686,Rejected
42.0,48590.0,17,2500.0,5.42,0.05,12.0,564,Rejected
36.0,30902.0,12,3000.0,8.7,0.1,14.0,698,Rejected
38.0,79027.0,14,11500.0,13.92,0.15,14.0,630,Rejected
41.0,114835.0,17,21600.0,13.92,0.19,12.0,685,Rejected
40.0,60932.0,21,6000.0,14.96,0.1,15.0,746,Rejected
38.0,126842.0,16,14000.0,6.03,0.11,14.0,644,Rejected
36.0,145243.0,13,14500.0,5.42,0.1,13.0,709,Rejected
36.0,156879.0,11,12000.0,11.01,0.08,14.0,615,Rejected
39.0,67282.0,18,24000.0,12.53,0.36,11.0,655,Approved
41.0,27064.0,15,3500.0,13.61,0.13,13.0,675,Rejected
37.0,87255.0,13,1600.0,13.92,0.02,12.0,694,Rejected
,54908.0,26,14000.0,6.62,0.25,12.0,581,Rejected
38.0,89972.0,17,18000.0,14.35,0.2,17.0,537,Rejected
39.0,220363.0,16,12500.0,5.42,0.06,11.0,544,Rejected
38.0,25094.0,14,6250.0,11.01,0.25,15.0,656,Rejected
47.0,78586.0,25,7000.0,14.35,0.09,17.0,659,Rejected
37.0,28699.0,14,7000.0,6.03,0.24,12.0,605,Rejected
36.0,258024.0,15,9400.0,15.62,0.04,12.0,699,Rejected
39.0,33522.0,18,4800.0,8.59,0.14,13.0,713,Rejected
40.0,37007.0,13,10625.0,11.01,0.29,13.0,560,Approved
46.0,60682.0,24,4350.0,10.99,0.07,16.0,670,Rejected
40.0,89543.0,14,7125.0,6.62,0.08,14.0,610,Rejected
41.0,47141.0,16,7500.0,8.49,0.16,12.0,461,Rejected
36.0,75993.0,14,2400.0,7.49,0.03,14.0,686,Rejected
37.0,117228.0,16,10000.0,11.01,0.09,15.0,628,Rejected
38.0,64338.0,14,8000.0,11.01,0.12,15.0,580,Rejected
40.0,52490.0,21,15000.0,16.0,0.29,17.0,677,Rejected
36.0,994605.0,13,4200.0,11.01,0.0,13.0,481,Rejected
47.0,22924.0,22,2000.0,7.29,0.09,11.0,674,Rejected
38.0,96617.0,16,2500.0,10.99,0.03,13.0,725,Rejected
42.0,137533.0,20,19200.0,11.36,0.14,17.0,617,Rejected
38.0,98300.0,16,10000.0,14.27,0.1,11.0,723,Rejected
,78441.0,19,22750.0,8.9,0.29,17.0,562,Rejected
44.0,45484.0,20,3500.0,12.87,0.08,13.0,622,Rejected
48.0,34607.0,23,7500.0,7.74,0.22,17.0,679,Rejected
38.0,72959.0,15,6000.0,14.96,0.08,11.0,580,Rejected
36.0,64827.0,12,8000.0,11.01,0.12,11.0,699,Approved
36.0,301158.0,11,20000.0,7.88,0.07,17.0,665,Rejected
47.0,22639.0,26,3000.0,5.42,0.13,13.0,679,Approved
43.0,44328.0,20,9000.0,5.79,0.2,14.0,690,Rejected
37.0,68396.0,14,17000.0,8.7,0.25,11.0,683,Rejected
38.0,89678.0,13,9000.0,12.84,0.1,15.0,647,Rejected
46.0,72742.0,23,3600.0,6.99,0.05,13.0,639,Rejected
39.0,242374.0,16,13500.0,11.49,0.06,16.0,605,Rejected
50.0,24124.0,26,4000.0,11.01,0.17,11.0,705,Approved
37.0,90407.0,11,7500.0,7.05,0.08,14.0,690,Rejected
39.0,46466.0,14,7000.0,11.49,0.15,16.0,528,Rejected
45.0,84775.0,21,6000.0,7.9,0.07,12.0,694,Rejected
40.0,97110.0,21,6000.0,8.94,0.06,11.0,636,Rejected
40.0,86625.0,10,6000.0,9.63,0.07,14.0,636,Rejected
48.0,37224.0,24,2100.0,12.42,0.06,16.0,693,Rejected
36.0,78978.0,14,6500.0,5.79,0.08,12.0,614,Rejected
38.0,142643.0,18,11400.0,10.59,0.08,16.0,726,Rejected
40.0,48804.0,18,13750.0,8.88,0.28,14.0,635,Rejected
38.0,36870.0,16,2200.0,11.01,0.06,15.0,571,Rejected
43.0,94361.0,21,15000.0,14.46,0.16,13.0,652,Approved
,35945.0,18,1200.0,12.42,0.03,11.0,635,Rejected
37.0,175346.0,17,11375.0,10.99,0.06,11.0,571,Approved
42.0,151217.0,22,35000.0,7.9,0.23,17.0,675,Rejected
40.0,40615.0,19,13775.0,12.98,0.34,11.0,685,Approved
37.0,937126.0,14,7500.0,12.18,0.01,13.0,692,Rejected
37.0,106582.0,18,25000.0,19.66,0.23,15.0,750,Approved
40.0,84922.0,13,18000.0,7.9,0.21,14.0,727,Rejected
40.0,280587.0,14,15000.0,11.83,0.05,12.0,618,Rejected
49.0,92822.0,26,15000.0,14.84,0.16,11.0,668,Rejected
43.0,480837.0,21,28000.0,9.91,0.06,11.0,702,Rejected
40.0,151146.0,17,10200.0,7.49,0.07,14.0,721,Rejected
41.0,51551.0,17,5000.0,7.49,0.1,12.0,646,Rejected
36.0,62501.0,17,4775.0,11.14,0.08,11.0,699,Rejected
38.0,36995.0,15,8000.0,11.01,0.22,12.0,665,Rejected
47.0,63234.0,24,12000.0,7.29,0.19,13.0,513,Rejected
43.0,67442.0,21,10000.0,6.03,0.15,11.0,658,Rejected
42.0,94822.0,21,20000.0,10.99,0.21,12.0,721,Rejected
42.0,121124.0,20,5000.0,14.26,0.04,12.0,634,Rejected
37.0,88421.0,18,11500.0,12.21,0.13,13.0,707,Rejected
37.0,76772.0,12,14900.0,9.63,0.19,17.0,630,Rejected
41.0,65893.0,15,5000.0,13.23,0.08,12.0,599,Approved
38.0,80358.0,15,5000.0,12.92,0.06,16.0,643,Approved
,66705.0,22,11750.0,10.99,0.18,16.0,692,Rejected
42.0,58876.0,19,3500.0,14.35,0.06,17.0,564,Rejected
40.0,114916.0,17,17000.0,10.0,0.15,12.0,704,Rejected
,75908.0,20,10000.0,16.82,0.13,15.0,697,Approved
40.0,56680.0,14,20000.0,14.61,0.35,13.0,540,Approved
38.0,74399.0,18,1000.0,9.45,0.01,12.0,681,Rejected
47.0,63675.0,26,6000.0,10.99,0.09,14.0,658,Rejected
41.0,120926.0,19,12000.0,10.74,0.1,12.0,587,Rejected
45.0,143857.0,23,5000.0,11.49,0.03,13.0,718,Rejected
43.0,55997.0,23,13000.0,15.7,0.23,15.0,617,Approved
,46963.0,20,8875.0,19.03,0.19,11.0,698,Rejected
42.0,38544.0,22,7200.0,11.99,0.19,16.0,734,Rejected
48.0,72975.0,24,2500.0,7.29,0.03,13.0,701,Rejected
41.0,124600.0,20,20000.0,14.61,0.16,16.0,652,Approved
40.0,163972.0,16,21000.0,9.99,0.13,13.0,623,Rejected
36.0,51319.0,15,2000.0,15.62,0.04,14.0,613,Rejected
40.0,82658.0,15,7000.0,7.51,0.08,16.0,672,Rejected
38.0,23715.0,15,6000.0,15.99,0.25,12.0,654,Approved
36.0,36178.0,16,1250.0,11.83,0.03,11.0,643,Rejected
37.0,16000.0,16,4000.0,9.99,0.25,13.0,724,Approved
36.0,88307.0,16,24000.0,14.09,0.27,16.0,699,Approved
44.0,144912.0,20,4000.0,11.01,0.03,14.0,699,Rejected
36.0,180825.0,11,10000.0,11.01,0.06,14.0,695,Rejected
37.0,61185.0,15,5000.0,11.89,0.08,12.0,614,Rejected
37.0,66137.0,15,8000.0,11.01,0.12,15.0,596,Rejected
42.0,36995.0,23,8000.0,14.96,0.22,12.0,727,Rejected
40.0,115148.0,18,5000.0,10.65,0.04,11.0,553,Rejected
39.0,58602.0,21,3000.0,5.42,0.05,16.0,663,Rejected
39.0,29924.0,18,3000.0,14.12,0.1,12.0,647,Approved
37.0,224131.0,15,3000.0,6.39,0.01,13.0,695,Rejected
37.0,54867.0,19,7200.0,9.63,0.13,11.0,650,Rejected
36.0,97183.0,13,6000.0,11.01,0.06,14.0,681,Rejected
,42877.0,19,8000.0,13.22,0.19,16.0,527,Rejected
37.0,78886.0,12,9000.0,6.91,0.11,14.0,686,Rejected
37.0,49105.0,13,12000.0,9.91,0.24,15.0,676,Rejected
41.0,36718.0,17,8875.0,5.42,0.24,16.0,609,Rejected
41.0,458692.0,18,35000.0,13.49,0.08,16.0,676,Rejected
45.0,52002.0,25,7475.0,13.49,0.14,13.0,690,Rejected
37.0,30726.0,14,2775.0,15.65,0.09,12.0,736,Approved
37.0,156931.0,14,13000.0,9.88,0.08,14.0,619,Rejected
37.0,108958.0,12,12000.0,7.51,0.11,11.0,653,Rejected
36.0,41719.0,13,5000.0,10.65,0.12,15.0,715,Rejected
50.0,145406.0,29,5575.0,15.2,0.04,17.0,651,Rejected
44.0,63363.0,19,10000.0,14.11,0.16,12.0,604,Approved
37.0,70806.0,14,18200.0,10.99,0.26,17.0,528,Approved
42.0,64118.0,21,21000.0,10.38,0.33,15.0,687,Rejected
37.0,30023.0,16,5000.0,14.65,0.17,15.0,629,Rejected
46.0,404281.0,21,9000.0,11.49,0.02,14.0,673,Rejected
44.0,100480.0,23,12000.0,16.0,0.12,12.0,642,Approved
36.0,44438.0,13,2500.0,9.76,0.06,12.0,670,Rejected
41.0,123502.0,17,8800.0,11.58,0.07,11.0,623,Rejected
40.0,27049.0,21,1500.0,11.12,0.06,17.0,621,Rejected
38.0,94716.0,16,6250.0,6.76,0.07,16.0,560,Rejected
39.0,61139.0,16,8000.0,7.68,0.13,11.0,667,Rejected
44.0,96947.0,20,25000.0,15.33,0.26,11.0,721,Rejected
36.0,102734.0,13,3500.0,12.69,0.03,13.0,539,Rejected
41.0,29903.0,20,4000.0,16.07,0.13,16.0,653,Approved
38.0,152069.0,19,2400.0,11.01,0.02,14.0,613,Rejected
36.0,37841.0,18,8000.0,14.11,0.21,14.0,730,Approved
37.0,60571.0,14,15000.0,13.22,0.25,15.0,633,Rejected
38.0,36995.0,13,10000.0,11.22,0.27,14.0,641,Rejected
42.0,39727.0,18,10000.0,11.71,0.25,14.0,610,Approved
36.0,19094.0,14,5000.0,13.92,0.26,11.0,646,Approved
37.0,25094.0,16,5000.0,11.01,0.2,14.0,630,Rejected
36.0,175029.0,13,5000.0,9.62,0.03,12.0,688,Rejected
36.0,87508.0,13,8000.0,6.92,0.09,16.0,686,Rejected
36.0,21202.0,12,1200.0,13.06,0.06,14.0,584,Rejected
36.0,83910.0,13,15600.0,10.99,0.19,12.0,675,Rejected
47.0,65551.0,26,15000.0,11.71,0.23,16.0,613,Rejected
36.0,72983.0,9,15000.0,11.01,0.21,12.0,479,Rejected
37.0,103314.0,11,35000.0,8.9,0.34,17.0,642,Approved
36.0,39669.0,16,5000.0,10.62,0.13,13.0,712,Rejected
41.0,68230.0,20,12800.0,11.48,0.19,12.0,683,Rejected
40.0,88312.0,13,9975.0,16.29,0.11,17.0,684,Approved
37.0,32967.0,16,2000.0,13.16,0.06,12.0,694,Rejected
47.0,61094.0,29,4000.0,11.01,0.07,17.0,685,Rejected
