ID,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
W11298,30.0,73,15.5,72.0,partly cloudy,1010.34,2,Spring,1.5,inland,Rainy
W11200,30.0,42,1.5,6.0,clear,1022.32,5,Spring,8.0,coastal,Sunny
W113,18.0,70,5.0,94.0,overcast,1012.87,2,Spring,3.5,mountain,Rainy
W11246,12.0,57,10.5,33.0,overcast,1013.83,1,Spring,7.5,inland,Cloudy
W4192,34.0,62,15.0,93.0,partly cloudy,991.93,0,Winter,2.0,coastal,Rainy
W8071,77.0,79,12.5,80.0,clear,1015.95,3,Spring,5.5,mountain,Sunny
W4403,29.0,56,10.0,19.0,partly cloudy,1018.83,3,Summer,7.5,coastal,Cloudy
W8108,17.0,61,13.0,79.0,overcast,1007.38,2,Winter,5.0,inland,Rainy
W1288,11.0,53,6.5,26.0,partly cloudy,1018.19,4,Summer,7.5,coastal,Cloudy
W12117,18.0,76,5.5,27.0,partly cloudy,1005.5,4,Autumn,5.5,inland,Cloudy
W1896,23.0,73,10.0,90.0,partly cloudy,1006.81,1,Autumn,2.0,mountain,Rainy
W7401,8.0,27,5.0,66.0,overcast,1035.43,9,Summer,10.0,inland,Cloudy
W11592,-4.0,66,14.0,92.0,overcast,968.52,0,Spring,18.0,mountain,Cloudy
W7455,-5.0,22,7.0,68.0,cloudy,867.08,9,Autumn,14.0,mountain,Cloudy
W1895,-5.0,68,16.0,53.0,overcast,992.35,1,Winter,3.5,mountain,Snowy
W7787,26.0,94,17.0,84.0,partly cloudy,1002.74,2,Autumn,2.0,inland,Rainy
W10567,15.0,70,2.5,80.0,clear,1020.81,2,Summer,8.0,mountain,Sunny
W11957,-4.0,95,3.5,77.0,overcast,987.8,0,Winter,3.0,mountain,Snowy
W9174,32.0,63,15.5,59.0,overcast,999.79,2,Summer,1.5,mountain,Rainy
W9317,-5.0,79,17.0,82.0,overcast,989.79,1,Winter,4.5,inland,Snowy
W4789,33.0,40,8.5,15.0,partly cloudy,1021.45,10,Spring,7.0,inland,Sunny
W11402,49.0,105,16.0,93.0,partly cloudy,1003.57,6,Winter,10.0,inland,Cloudy
W4984,19.0,71,35.0,76.0,overcast,998.78,6,Spring,1.0,inland,Rainy
W11744,19.0,61,18.0,63.0,overcast,1000.57,3,Spring,4.5,inland,Rainy
W1117,47.0,105,19.0,76.0,clear,1021.14,0,Autumn,9.5,mountain,Sunny
W8835,45.0,85,18.5,96.0,partly cloudy,1013.93,11,Autumn,2.5,mountain,Cloudy
W10896,-6.0,60,16.5,77.0,overcast,996.47,1,Winter,3.0,mountain,Snowy
W1089,24.0,70,12.0,16.0,overcast,1008.0,2,Winter,8.0,mountain,Cloudy
W4763,24.0,70,5.0,41.0,partly cloudy,1016.68,1,Autumn,8.0,coastal,Cloudy
W5357,1.0,96,15.5,84.0,overcast,995.14,0,Winter,1.5,mountain,Snowy
W11034,24.0,60,11.5,63.0,overcast,1014.26,3,Autumn,2.5,inland,Rainy
W10661,25.0,74,14.0,42.0,partly cloudy,1166.8,9,Spring,17.5,inland,Snowy
W8241,26.0,74,17.0,62.0,overcast,1003.65,0,Summer,4.5,inland,Rainy
W624,-19.0,26,7.5,20.0,cloudy,879.11,10,Spring,13.5,mountain,Cloudy
W10993,-10.0,83,7.0,98.0,overcast,997.59,1,Winter,4.5,inland,Snowy
W10761,32.0,52,6.0,48.0,partly cloudy,1011.65,2,Autumn,6.0,coastal,Cloudy
W2439,10.0,90,11.0,78.0,partly cloudy,992.09,2,Autumn,4.5,inland,Rainy
W557,15.0,99,13.5,80.0,overcast,1002.93,14,Spring,9.0,coastal,Cloudy
W6902,33.0,74,15.5,70.0,partly cloudy,1006.96,3,Autumn,2.0,inland,Rainy
W8941,30.0,60,12.0,44.0,partly cloudy,1018.78,2,Summer,7.5,mountain,Cloudy
W9656,-5.0,100,24.0,83.0,overcast,982.04,0,Winter,2.5,inland,Snowy
W11076,39.0,66,3.5,1.0,clear,1023.52,10,Spring,6.0,mountain,Sunny
W12796,37.0,84,8.5,88.0,partly cloudy,1010.08,2,Summer,9.5,coastal,Cloudy
W12608,38.0,68,2.5,10.0,clear,1023.73,5,Autumn,8.5,inland,Sunny
W12990,25.0,24,2.5,7.0,partly cloudy,1014.93,6,Winter,6.5,mountain,Sunny
W12023,18.0,76,1.0,38.0,overcast,1016.39,3,Autumn,5.0,mountain,Cloudy
W8340,24.0,88,11.0,54.0,partly cloudy,1010.16,3,Autumn,3.5,inland,Rainy
W8381,2.0,96,3.5,76.0,overcast,981.84,1,Winter,1.5,inland,Snowy
W8613,32.0,49,0.5,88.0,partly cloudy,959.35,14,Winter,0.0,coastal,Rainy
W9070,25.0,51,1.5,16.0,clear,1016.21,5,Summer,7.0,mountain,Sunny
W12911,52.0,86,40.0,77.0,partly cloudy,1008.29,2,Spring,5.0,inland,Rainy
W12896,40.0,37,4.5,12.0,clear,1016.25,6,Spring,6.0,inland,Sunny
W5888,15.0,80,16.0,87.0,overcast,1002.6,3,Autumn,4.0,inland,Rainy
W10045,-6.0,60,19.0,60.0,partly cloudy,997.54,0,Winter,4.5,inland,Snowy
W10209,-9.0,61,3.5,51.0,overcast,985.96,0,Winter,2.5,mountain,Snowy
W6047,41.0,21,3.0,14.0,clear,1015.9,11,Spring,8.0,inland,Sunny
W9357,-4.0,54,13.0,52.0,cloudy,1167.29,10,Spring,11.5,inland,Cloudy
W9925,17.0,77,2.0,35.0,overcast,1018.15,4,Autumn,8.0,mountain,Cloudy
W3895,2.0,67,16.5,59.0,partly cloudy,987.68,1,Winter,3.5,mountain,Snowy
W4021,36.0,34,1.5,3.0,partly cloudy,1013.55,6,Autumn,5.5,mountain,Sunny
W6136,25.0,66,8.0,91.0,overcast,992.8,2,Spring,5.0,inland,Rainy
W12844,22.0,79,14.0,44.0,partly cloudy,1000.39,3,Summer,6.5,mountain,Cloudy
W6041,64.0,85,14.0,84.0,overcast,1003.45,0,Summer,3.0,coastal,Cloudy
W5199,27.0,98,17.5,76.0,partly cloudy,1019.41,3,Winter,4.0,coastal,Rainy
W2352,-14.0,60,14.0,68.0,partly cloudy,949.1,5,Spring,3.5,mountain,Snowy
W6840,16.0,56,5.5,68.0,overcast,916.04,10,Spring,14.5,mountain,Rainy
W7452,-4.0,97,1.0,89.0,overcast,982.86,1,Winter,4.5,inland,Snowy
W10132,3.0,66,5.5,67.0,overcast,997.35,0,Winter,4.0,mountain,Snowy
W11575,19.0,77,5.0,59.0,overcast,995.38,2,Summer,3.0,inland,Rainy
W10960,18.0,54,12.0,48.0,partly cloudy,1005.32,4,Autumn,5.0,coastal,Cloudy
W652,20.0,63,20.0,55.0,overcast,1017.9,3,Summer,1.0,inland,Rainy
W3410,42.0,75,8.0,77.0,overcast,1010.43,11,Spring,1.0,inland,Cloudy
W2198,31.0,68,8.0,16.0,clear,1022.01,6,Summer,7.0,coastal,Sunny
W32,2.0,61,16.5,63.0,overcast,995.74,0,Winter,1.0,inland,Snowy
W581,13.0,60,5.5,31.0,overcast,1019.03,2,Spring,5.5,inland,Cloudy
W7929,74.0,93,5.0,87.0,partly cloudy,1014.05,13,Summer,1.5,inland,Sunny
W11346,22.0,79,10.0,93.0,partly cloudy,1006.39,1,Autumn,4.0,mountain,Rainy
W12800,1.0,62,18.5,82.0,overcast,991.37,0,Winter,4.5,inland,Snowy
W7874,20.0,71,16.5,60.0,overcast,1017.36,2,Summer,1.5,inland,Rainy
W12719,18.0,69,6.5,71.0,overcast,997.95,2,Winter,2.5,coastal,Rainy
W8406,18.0,78,14.5,12.0,partly cloudy,1011.45,4,Winter,6.5,inland,Cloudy
W12210,-2.0,73,11.5,53.0,overcast,988.55,0,Winter,2.0,mountain,Snowy
W1617,16.0,69,8.5,22.0,partly cloudy,1006.42,3,Autumn,8.0,inland,Cloudy
W9378,35.0,59,2.0,3.0,clear,1026.61,11,Summer,5.0,coastal,Sunny
W271,-4.0,69,14.5,56.0,overcast,994.53,1,Winter,3.0,mountain,Snowy
W10210,27.0,91,19.0,77.0,overcast,999.46,1,Spring,2.0,inland,Rainy
W307,26.0,27,5.5,14.0,partly cloudy,1027.6,7,Spring,7.5,coastal,Sunny
W10152,30.0,66,2.0,2.0,clear,1026.84,6,Winter,5.5,coastal,Sunny
W10148,30.0,73,2.5,23.0,overcast,1015.82,1,Spring,7.0,mountain,Cloudy
W3968,39.0,20,7.5,2.0,clear,1029.75,11,Winter,9.5,inland,Sunny
W10955,22.0,84,6.5,87.0,overcast,1013.67,1,Spring,2.5,inland,Rainy
W1004,36.0,32,1.5,19.0,partly cloudy,1013.5,11,Summer,9.0,mountain,Sunny
W8601,51.0,108,16.0,70.0,overcast,1005.05,5,Winter,1.5,coastal,Rainy
W10989,18.0,77,15.5,71.0,overcast,993.03,1,Autumn,4.5,inland,Rainy
W8405,-7.0,92,7.5,75.0,overcast,980.14,0,Winter,3.5,mountain,Snowy
W11754,20.0,25,0.5,12.0,clear,1014.36,9,Summer,6.5,coastal,Sunny
W9770,39.0,35,8.5,0.0,clear,1011.34,5,Spring,6.5,mountain,Sunny
W12477,35.0,54,5.5,10.0,partly cloudy,1023.43,6,Summer,5.0,inland,Sunny
W4488,33.0,56,14.0,37.0,partly cloudy,1014.07,3,Winter,7.5,inland,Cloudy
W3759,28.0,53,11.0,11.0,overcast,1018.35,2,Summer,5.0,inland,Cloudy
W11614,-2.0,100,21.5,75.0,overcast,985.13,4,Winter,0.5,mountain,Snowy
W8258,-5.0,98,6.0,95.0,overcast,998.71,1,Winter,4.0,mountain,Snowy
W74,31.0,62,6.5,84.0,overcast,1013.61,0,Spring,4.5,inland,Rainy
W400,33.0,34,10.0,2.0,partly cloudy,1020.04,8,Summer,9.5,mountain,Sunny
W6205,-8.0,86,12.0,57.0,overcast,992.13,1,Winter,2.5,inland,Snowy
W4354,43.0,56,8.5,3.0,clear,1022.25,11,Summer,6.0,inland,Sunny
W5840,25.0,76,4.5,27.0,overcast,1001.35,2,Winter,8.0,mountain,Cloudy
W1796,17.0,56,13.5,17.0,overcast,1017.46,2,Autumn,7.5,mountain,Cloudy
W11153,16.0,71,13.5,21.0,partly cloudy,1001.26,1,Autumn,6.0,inland,Cloudy
W6504,27.0,40,2.5,12.0,partly cloudy,1013.41,7,Summer,8.5,mountain,Sunny
W8091,34.0,61,5.0,13.0,clear,1023.75,10,Winter,7.0,inland,Sunny
W3422,-4.0,20,13.0,66.0,overcast,897.46,4,Winter,2.0,coastal,Rainy
W2917,31.0,40,8.5,8.0,clear,1018.13,10,Autumn,8.5,coastal,Sunny
W4083,34.0,77,5.0,38.0,overcast,1006.44,1,Spring,7.5,coastal,Cloudy
W7571,31.0,65,15.0,96.0,overcast,1001.34,1,Spring,4.5,mountain,Rainy
W12008,30.0,62,11.5,36.0,overcast,1019.97,3,Summer,5.5,mountain,Cloudy
W3077,-2.0,91,0.5,81.0,partly cloudy,994.24,0,Winter,3.5,mountain,Snowy
W182,16.0,96,19.0,57.0,overcast,1003.05,0,Spring,4.5,inland,Rainy
W5386,19.0,78,19.0,71.0,overcast,1016.53,1,Spring,1.5,inland,Rainy
W5859,25.0,36,0.5,17.0,clear,1023.21,9,Summer,9.0,coastal,Sunny
W324,14.0,80,13.0,78.0,clear,1011.38,4,Autumn,1.5,mountain,Sunny
W6474,10.0,60,7.5,90.0,overcast,1125.69,13,Spring,18.5,coastal,Sunny
W10089,36.0,24,5.5,5.0,partly cloudy,1014.94,11,Winter,9.0,coastal,Sunny
W6862,13.0,20,3.5,35.0,cloudy,1056.62,1,Spring,1.0,inland,Rainy
W9366,29.0,75,0.5,43.0,partly cloudy,1008.0,3,Autumn,6.0,coastal,Cloudy
W6211,-12.0,83,39.5,71.0,overcast,988.88,6,Winter,0.5,mountain,Snowy
W1684,14.0,69,2.0,23.0,overcast,1013.26,1,Autumn,5.0,mountain,Cloudy
W10660,56.0,105,26.5,102.0,partly cloudy,1005.92,6,Spring,7.0,inland,Cloudy
W12078,34.0,54,2.5,13.0,clear,1029.27,10,Autumn,8.5,coastal,Sunny
W1547,18.0,64,19.5,98.0,partly cloudy,1003.54,1,Summer,3.5,inland,Rainy
W12721,40.0,62,5.0,11.0,clear,1020.6,8,Spring,9.5,coastal,Sunny
W648,24.0,51,8.0,26.0,partly cloudy,1018.31,2,Spring,6.5,mountain,Cloudy
W10532,31.0,70,5.5,43.0,overcast,1015.27,4,Winter,6.5,coastal,Cloudy
W2645,24.0,82,18.5,99.0,overcast,1007.66,2,Spring,2.0,mountain,Rainy
W8735,23.0,31,9.5,7.0,partly cloudy,1021.91,5,Summer,6.5,coastal,Sunny
W8165,16.0,53,2.0,47.0,partly cloudy,1006.09,3,Winter,7.5,inland,Cloudy
W444,-1.0,93,13.5,62.0,overcast,988.34,0,Winter,3.5,inland,Snowy
W1968,41.0,46,4.0,17.0,clear,1029.29,11,Summer,9.5,inland,Sunny
W9007,26.0,79,6.0,30.0,overcast,1001.88,4,Summer,7.0,coastal,Cloudy
W2693,40.0,25,1.5,16.0,clear,1020.02,5,Spring,9.0,inland,Sunny
W7216,34.0,56,13.0,49.0,overcast,1018.33,3,Spring,6.0,inland,Cloudy
W11423,17.0,96,7.5,104.0,overcast,1013.03,6,Summer,3.5,inland,Cloudy
W12919,36.0,28,0.0,87.0,overcast,864.57,11,Summer,11.0,coastal,Snowy
W11927,24.0,69,13.0,88.0,partly cloudy,1000.14,3,Spring,4.5,inland,Rainy
W11075,17.0,89,15.5,65.0,overcast,1014.24,1,Summer,5.0,inland,Rainy
W9073,21.0,39,7.0,9.0,clear,1012.18,6,Spring,8.5,mountain,Sunny
W10236,29.0,77,17.0,69.0,partly cloudy,1019.66,1,Summer,2.0,coastal,Rainy
W3739,10.0,61,7.0,80.0,overcast,995.17,0,Summer,1.5,coastal,Rainy
W8778,75.0,98,23.5,90.0,overcast,1008.45,0,Spring,1.0,inland,Rainy
W5421,31.0,67,19.5,86.0,overcast,1005.02,1,Summer,4.0,coastal,Rainy
W3743,1.0,94,15.0,88.0,overcast,986.81,1,Winter,5.0,mountain,Snowy
W9836,12.0,71,7.0,51.0,cloudy,1173.56,6,Spring,0.5,inland,Cloudy
W6994,-10.0,87,12.0,73.0,partly cloudy,990.13,0,Winter,3.0,inland,Snowy
W11058,32.0,59,9.0,8.0,clear,1027.77,5,Winter,6.0,mountain,Sunny
W8043,37.0,63,3.5,45.0,cloudy,965.15,10,Autumn,0.5,inland,Rainy
W10351,-7.0,70,4.0,57.0,partly cloudy,980.77,0,Winter,3.0,inland,Snowy
W3069,1.0,70,3.5,62.0,overcast,986.83,1,Winter,4.5,mountain,Snowy
W10919,25.0,72,15.0,87.0,overcast,991.55,1,Winter,2.0,mountain,Rainy
W2084,15.0,74,14.0,86.0,partly cloudy,1017.49,3,Autumn,4.0,mountain,Rainy
W5612,11.0,73,19.0,82.0,overcast,993.96,1,Winter,2.0,mountain,Rainy
W2486,11.0,94,32.0,79.0,overcast,1016.52,11,Spring,5.0,mountain,Rainy
W2340,34.0,65,1.0,16.0,overcast,1002.95,2,Autumn,5.0,inland,Cloudy
W2786,-3.0,86,9.0,99.0,overcast,986.27,0,Winter,5.0,inland,Snowy
W8442,18.0,108,15.5,108.0,partly cloudy,1006.5,5,Winter,7.0,inland,Cloudy
W3160,10.0,81,14.5,63.0,overcast,1019.82,0,Summer,4.5,mountain,Rainy
W12624,34.0,74,8.5,76.0,partly cloudy,990.63,2,Summer,3.0,mountain,Rainy
W2991,27.0,66,11.5,28.0,overcast,1003.18,1,Autumn,6.0,inland,Cloudy
W7701,44.0,53,3.5,10.0,clear,1012.05,11,Winter,8.5,inland,Sunny
W4758,17.0,94,18.0,92.0,overcast,994.77,2,Autumn,2.5,inland,Rainy
W7667,-9.0,97,6.0,52.0,overcast,981.23,0,Winter,3.5,mountain,Snowy
W402,29.0,95,15.0,56.0,overcast,1005.12,2,Autumn,3.0,mountain,Rainy
W7748,28.0,63,2.5,29.0,partly cloudy,1004.93,4,Winter,5.0,inland,Cloudy
W12515,16.0,92,25.5,80.0,overcast,1016.66,7,Autumn,2.5,coastal,Rainy
W4715,26.0,83,15.0,67.0,overcast,1017.51,1,Summer,4.0,mountain,Rainy
W4397,16.0,52,12.0,11.0,overcast,1000.49,3,Summer,5.5,coastal,Cloudy
W12051,20.0,75,10.5,81.0,overcast,1015.58,0,Spring,1.0,inland,Rainy
W7044,31.0,49,5.5,8.0,clear,1017.07,11,Autumn,6.0,coastal,Sunny
W13197,-1.0,76,3.5,23.0,cloudy,1067.23,1,Winter,6.0,coastal,Snowy
W11703,20.0,81,35.5,77.0,partly cloudy,1019.87,3,Spring,0.5,inland,Rainy
W794,14.0,65,16.5,96.0,partly cloudy,1007.99,0,Autumn,1.0,mountain,Rainy
W1157,25.0,78,9.5,12.0,partly cloudy,1002.12,3,Summer,5.5,inland,Cloudy
W2952,35.0,67,9.5,5.0,clear,1029.56,7,Autumn,7.0,coastal,Sunny
W3881,36.0,57,8.0,9.0,partly cloudy,1017.44,10,Autumn,10.0,mountain,Sunny
W12582,23.0,51,3.0,16.0,clear,1014.27,7,Spring,7.0,mountain,Sunny
W7499,36.0,68,2.5,14.0,clear,1014.81,10,Spring,9.5,coastal,Sunny
W8008,21.0,66,1.0,46.0,overcast,1007.59,4,Autumn,7.0,coastal,Cloudy
W10486,12.0,60,11.0,63.0,overcast,1009.03,1,Spring,4.5,coastal,Rainy
W2911,-7.0,61,10.5,62.0,partly cloudy,998.17,1,Winter,4.5,mountain,Snowy
W10342,31.0,67,10.0,61.0,overcast,997.18,3,Summer,2.5,coastal,Rainy
W6944,26.0,70,6.5,24.0,partly cloudy,1016.68,2,Summer,6.0,coastal,Cloudy
W11196,29.0,62,9.5,29.0,partly cloudy,1008.2,4,Winter,8.0,coastal,Cloudy
W8032,25.0,53,7.0,12.0,clear,1026.52,8,Autumn,6.0,coastal,Sunny
W4499,20.0,75,11.0,27.0,partly cloudy,1003.6,1,Summer,5.0,inland,Cloudy
W11310,22.0,72,6.5,53.0,overcast,999.74,0,Autumn,3.5,mountain,Rainy
W8685,31.0,63,7.0,14.0,clear,1016.74,7,Winter,6.5,inland,Sunny
W8413,39.0,96,28.0,76.0,partly cloudy,1002.95,6,Autumn,4.5,inland,Cloudy
W5080,-3.0,74,6.5,73.0,overcast,991.37,1,Winter,4.0,mountain,Snowy
W11997,21.0,57,9.5,33.0,partly cloudy,1014.18,3,Autumn,5.5,mountain,Cloudy
W7188,-6.0,86,11.0,95.0,overcast,988.28,0,Winter,2.0,mountain,Snowy
W11630,11.0,92,7.5,91.0,overcast,990.04,0,Winter,2.0,coastal,Rainy
W13049,27.0,72,8.5,58.0,partly cloudy,994.21,0,Summer,2.0,coastal,Rainy
W1399,10.0,65,7.0,21.0,overcast,1012.63,1,Summer,8.0,inland,Cloudy
W10322,18.0,79,5.0,36.0,partly cloudy,1010.23,4,Summer,6.0,inland,Cloudy
W9736,-8.0,84,0.5,93.0,partly cloudy,999.65,0,Winter,3.0,inland,Snowy
W837,39.0,36,0.5,13.0,partly cloudy,1012.36,5,Spring,5.5,inland,Sunny
W11699,26.0,65,13.5,42.0,partly cloudy,1009.04,4,Autumn,7.5,coastal,Cloudy
W6713,43.0,37,2.5,3.0,clear,1012.08,5,Autumn,7.5,mountain,Sunny
W6161,38.0,39,4.0,3.0,partly cloudy,1024.99,8,Winter,5.5,mountain,Sunny
W3245,11.0,57,5.5,15.0,partly cloudy,1007.21,4,Summer,6.0,mountain,Cloudy
W12985,37.0,88,16.5,71.0,partly cloudy,1014.15,4,Summer,7.5,inland,Cloudy
W8239,18.0,93,19.5,86.0,overcast,1001.65,0,Autumn,3.5,coastal,Rainy
W11079,22.0,25,8.5,11.0,partly cloudy,1015.45,10,Autumn,7.5,mountain,Sunny
W5299,12.0,76,4.0,47.0,overcast,1000.75,2,Winter,8.5,mountain,Cloudy
W6867,17.0,95,15.0,57.0,overcast,1009.1,2,Autumn,4.5,inland,Rainy
W549,52.0,101,7.0,96.0,clear,1021.67,1,Summer,6.5,coastal,Sunny
W5693,-5.0,74,14.0,67.0,overcast,984.62,1,Winter,2.0,inland,Snowy
W2304,24.0,64,12.5,87.0,partly cloudy,1002.26,2,Summer,3.0,inland,Rainy
W9177,-8.0,84,4.5,89.0,overcast,988.37,0,Winter,2.5,mountain,Snowy
W10975,23.0,53,0.0,17.0,overcast,1010.59,4,Spring,8.5,mountain,Cloudy
W5527,37.0,33,11.5,87.0,overcast,1117.03,7,Autumn,18.5,inland,Cloudy
W9743,-3.0,93,17.0,97.0,overcast,985.44,1,Winter,2.5,mountain,Snowy
W3710,22.0,68,18.0,53.0,overcast,1016.33,3,Summer,5.0,inland,Rainy
W1386,11.0,96,6.0,69.0,overcast,990.04,3,Spring,1.0,inland,Rainy
W5225,23.0,64,3.0,43.0,overcast,1071.18,11,Spring,1.0,inland,Cloudy
W6628,10.0,78,16.5,65.0,partly cloudy,1013.08,0,Autumn,1.5,coastal,Rainy
W7346,33.0,59,2.5,76.0,overcast,1060.62,10,Spring,18.0,mountain,Sunny
W2279,10.0,53,3.0,18.0,overcast,1013.03,4,Autumn,6.0,inland,Cloudy
W1934,-6.0,24,9.0,47.0,partly cloudy,1047.84,1,Autumn,6.5,mountain,Sunny
W1118,12.0,73,13.5,17.0,overcast,1005.01,3,Winter,5.5,inland,Cloudy
W12612,33.0,67,11.5,25.0,overcast,1002.56,4,Autumn,7.0,coastal,Cloudy
W7534,16.0,61,11.0,37.0,overcast,1011.74,1,Autumn,7.5,coastal,Cloudy
W634,33.0,80,14.0,77.0,overcast,1016.88,1,Autumn,4.5,coastal,Rainy
W6295,39.0,41,4.0,11.0,partly cloudy,1016.32,8,Autumn,5.5,coastal,Sunny
W738,33.0,96,24.5,97.0,partly cloudy,1010.21,5,Winter,2.0,mountain,Cloudy
W9900,28.0,76,11.0,57.0,overcast,992.96,0,Autumn,2.5,inland,Rainy
W5920,1.0,67,11.0,86.0,overcast,983.55,0,Winter,3.5,mountain,Snowy
W2199,-2.0,95,13.0,99.0,overcast,998.75,1,Winter,4.0,inland,Snowy
W12074,-18.0,86,33.5,98.0,overcast,993.66,9,Winter,1.5,inland,Snowy
W2528,33.0,79,9.5,57.0,overcast,991.05,3,Winter,2.0,inland,Rainy
W11404,12.0,69,6.5,39.0,partly cloudy,1019.43,2,Summer,8.5,coastal,Cloudy
W3799,35.0,50,0.5,3.0,partly cloudy,1024.9,10,Winter,8.5,inland,Sunny
W1505,13.0,56,3.5,15.0,partly cloudy,1002.48,2,Summer,7.0,inland,Cloudy
W9105,20.0,62,3.0,18.0,clear,1012.83,10,Spring,5.0,inland,Sunny
W3841,34.0,84,16.5,95.0,overcast,992.34,0,Spring,2.0,coastal,Rainy
W1262,17.0,25,4.0,12.0,cloudy,975.85,5,Autumn,12.5,mountain,Sunny
W6789,20.0,60,2.5,15.0,clear,1027.21,11,Spring,6.0,mountain,Sunny
W600,20.0,20,8.0,7.0,clear,1027.65,6,Spring,9.5,inland,Sunny
W2107,20.0,88,17.0,62.0,overcast,1004.58,2,Winter,1.0,mountain,Rainy
W4456,24.0,94,11.5,64.0,partly cloudy,1015.5,3,Winter,5.0,coastal,Rainy
W10500,24.0,65,0.5,46.0,partly cloudy,1006.69,3,Autumn,8.0,inland,Cloudy
W8610,26.0,79,0.5,28.0,overcast,1012.98,1,Autumn,7.5,mountain,Cloudy
W6565,41.0,66,2.0,8.0,partly cloudy,1012.86,10,Summer,8.0,mountain,Sunny
W4815,18.0,96,13.0,55.0,partly cloudy,1004.65,2,Autumn,4.5,coastal,Rainy
W13026,66.0,100,7.0,109.0,clear,1018.3,12,Autumn,14.5,mountain,Sunny
W6643,24.0,94,6.5,91.0,partly cloudy,990.86,0,Spring,2.0,inland,Rainy
W415,13.0,97,8.5,96.0,overcast,1017.24,3,Autumn,3.5,coastal,Rainy
W1940,25.0,39,6.5,4.0,clear,1020.51,7,Autumn,9.5,mountain,Sunny
W10436,35.0,69,7.5,1.0,clear,1027.84,5,Autumn,7.0,inland,Sunny
W150,33.0,77,1.0,22.0,partly cloudy,1018.78,4,Winter,8.5,mountain,Cloudy
W8105,32.0,82,13.5,71.0,partly cloudy,999.87,0,Summer,3.5,coastal,Rainy
W9369,1.0,21,8.5,27.0,partly cloudy,874.59,0,Winter,4.0,mountain,Cloudy
W6593,-14.0,24,8.5,85.0,partly cloudy,890.24,12,Spring,3.0,coastal,Snowy
W13142,3.0,69,11.0,51.0,overcast,992.3,1,Winter,1.5,inland,Snowy
W814,31.0,60,7.0,81.0,partly cloudy,997.83,1,Winter,3.5,coastal,Rainy
W1413,18.0,77,13.5,25.0,partly cloudy,1006.22,4,Autumn,5.5,mountain,Cloudy
W8846,0.0,74,12.0,90.0,overcast,981.44,1,Winter,3.5,inland,Snowy
W3985,32.0,78,9.5,15.0,overcast,1005.07,4,Spring,7.0,mountain,Cloudy
W7751,17.0,73,15.0,50.0,overcast,997.55,1,Spring,3.0,inland,Rainy
W6126,35.0,32,6.5,0.0,partly cloudy,1015.19,9,Summer,7.0,inland,Sunny
W4126,-10.0,81,2.0,98.0,overcast,998.06,1,Winter,3.0,mountain,Snowy
W3377,38.0,43,1.0,14.0,clear,1017.61,10,Autumn,6.5,mountain,Sunny
W11973,-1.0,98,4.5,57.0,partly cloudy,990.09,0,Winter,4.0,inland,Snowy
W5993,24.0,20,5.5,8.0,clear,1022.52,7,Summer,5.0,mountain,Sunny
W5029,13.0,103,15.5,93.0,partly cloudy,1009.3,3,Autumn,9.5,mountain,Cloudy
W8752,30.0,48,0.5,16.0,partly cloudy,1021.4,9,Winter,10.0,coastal,Sunny
W6701,27.0,80,14.5,75.0,overcast,996.26,1,Summer,4.0,mountain,Rainy
W11221,16.0,64,10.5,38.0,partly cloudy,1016.09,4,Winter,7.5,mountain,Cloudy
W12126,3.0,62,11.5,84.0,partly cloudy,999.72,0,Winter,3.5,mountain,Snowy
W2984,22.0,75,25.0,81.0,overcast,991.61,3,Winter,3.0,coastal,Rainy
W5246,26.0,34,3.5,16.0,partly cloudy,1029.03,11,Winter,9.0,coastal,Sunny
W10170,28.0,64,16.5,61.0,overcast,1006.11,3,Winter,1.5,mountain,Rainy
W4856,41.0,58,6.5,16.0,clear,1011.89,5,Summer,7.0,coastal,Sunny
W5260,-4.0,72,9.0,78.0,overcast,988.9,1,Winter,4.5,mountain,Snowy
W4149,26.0,88,16.5,97.0,overcast,990.55,1,Spring,5.0,mountain,Rainy
W539,-9.0,94,0.0,56.0,overcast,987.75,1,Winter,3.5,mountain,Snowy
W876,42.0,85,37.0,100.0,overcast,1007.39,11,Summer,2.5,mountain,Rainy
W11421,40.0,71,2.0,35.0,partly cloudy,982.47,8,Winter,14.5,mountain,Sunny
W1675,-1.0,79,20.0,70.0,overcast,997.21,1,Winter,4.5,mountain,Snowy
W7891,48.0,32,10.0,40.0,cloudy,926.12,1,Spring,18.5,mountain,Rainy
W7033,10.0,67,8.0,47.0,overcast,1007.42,1,Summer,6.0,mountain,Cloudy
W1932,20.0,51,1.0,5.0,clear,1021.11,6,Winter,5.0,coastal,Sunny
W6596,2.0,89,19.5,81.0,overcast,983.93,2,Winter,1.5,inland,Snowy
W7293,24.0,25,3.0,91.0,cloudy,1088.91,13,Spring,4.5,inland,Cloudy
W7322,33.0,50,5.0,13.0,overcast,1009.4,1,Spring,7.5,mountain,Cloudy
W11951,44.0,47,6.5,16.0,clear,1015.52,7,Spring,7.5,coastal,Sunny
W323,-14.0,48,5.0,74.0,partly cloudy,1022.96,8,Spring,5.5,coastal,Rainy
W9161,-2.0,88,10.0,83.0,partly cloudy,999.54,1,Winter,3.0,mountain,Snowy
