CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
763,France,Female,35,7,115651.6,2,1,1,104706.29,0,0,4,DIAMOND,231
850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0,0,4,DIAMOND,749
798,France,Male,22,8,0.0,2,1,0,107615.43,0,0,5,GOLD,280
685,Spain,Male,43,9,0.0,2,1,0,107811.28,0,0,4,SILVER,808
465,France,Male,41,9,117221.15,1,1,0,168280.95,0,0,3,SILVER,495
794,France,Male,56,9,96951.21,1,1,1,71776.76,0,0,2,PLATINUM,694
681,France,Male,25,5,0.0,1,0,1,90860.97,0,0,4,DIAMOND,875
717,France,Male,38,7,97459.06,1,0,0,189175.71,0,0,2,PLATINUM,676
718,France,Female,37,7,0.0,2,1,1,55100.09,0,0,5,PLATINUM,239
616,France,Male,37,9,0.0,1,1,0,111312.96,0,0,5,PLATINUM,239
740,France,Male,36,4,172381.8,1,1,1,86480.29,0,0,3,GOLD,444
850,Spain,Female,39,6,0.0,2,1,0,103921.43,0,0,3,GOLD,491
536,France,Male,32,7,178011.5,2,1,0,22375.14,0,0,4,GOLD,454
591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0,0,1,GOLD,710
660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0,0,3,SILVER,603
633,France,Male,59,2,103996.74,1,1,1,103159.11,0,0,4,PLATINUM,678
621,France,Male,31,7,136658.61,1,1,1,148689.13,0,0,4,GOLD,564
756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0,0,3,GOLD,516
592,France,Female,37,7,0.0,2,1,1,126726.33,0,0,5,SILVER,241
613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0,0,3,PLATINUM,290
613,Spain,Male,44,9,100524.69,1,1,1,47298.95,0,0,4,DIAMOND,484
776,France,Male,36,1,0.0,2,1,0,53477.76,0,0,3,DIAMOND,329
679,France,Male,34,7,160515.37,1,1,0,121904.14,0,0,2,DIAMOND,932
850,France,Female,38,0,106831.69,1,0,1,148977.72,0,0,1,SILVER,658
619,France,Male,25,4,0.0,1,1,0,145524.36,0,0,4,DIAMOND,629
652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,0,3,GOLD,840
556,Germany,Male,33,3,124213.36,2,1,0,62627.55,0,0,2,GOLD,537
514,France,Female,41,7,0.0,2,1,1,3756.65,0,0,3,SILVER,697
593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,0,2,SILVER,569
850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,0,5,SILVER,468
678,Spain,Female,49,1,0.0,2,1,1,102472.9,0,0,1,GOLD,502
677,France,Male,30,1,78133.15,1,0,1,174225.88,0,0,5,PLATINUM,926
651,France,Male,23,10,0.0,2,1,1,170099.23,0,0,5,SILVER,431
518,France,Female,38,10,84764.79,1,1,1,162253.9,0,0,4,SILVER,289
484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0,1,GOLD,249
748,France,Female,41,2,91621.69,1,1,1,71139.31,0,0,5,SILVER,896
754,France,Female,35,4,0.0,2,1,0,44830.71,0,0,1,GOLD,992
478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0,0,4,DIAMOND,480
663,France,Male,46,3,0.0,2,0,1,176276.1,0,0,1,DIAMOND,275
612,Germany,Female,36,2,130700.92,2,0,0,77592.8,0,0,5,DIAMOND,351
632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,0,4,PLATINUM,336
530,France,Female,33,4,129307.32,1,1,1,172930.28,0,0,5,PLATINUM,741
744,France,Female,43,10,147832.15,1,0,1,24234.11,0,0,3,SILVER,982
644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,0,1,DIAMOND,934
744,France,Male,42,1,112419.92,1,1,1,83022.92,0,0,3,SILVER,367
827,France,Female,60,2,0.0,2,0,1,60615.83,0,0,3,DIAMOND,750
554,France,Female,39,10,160132.75,1,1,0,32824.15,0,0,5,GOLD,981
673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0,0,1,SILVER,284
753,France,Female,38,6,142263.45,1,0,1,33730.43,0,0,4,DIAMOND,351
850,France,Female,39,7,79259.99,1,0,1,186910.74,0,0,1,DIAMOND,976
628,France,Male,37,0,0.0,2,1,1,171707.93,0,0,4,GOLD,668
730,Spain,Female,62,2,0.0,2,1,1,162889.1,0,0,3,GOLD,540
546,France,Female,27,8,0.0,2,1,1,14858.1,0,0,2,SILVER,776
815,Spain,Female,38,2,48387.0,1,1,0,184796.84,0,0,3,DIAMOND,243
642,France,Female,33,4,84607.34,2,0,1,60059.47,0,0,5,GOLD,880
619,Spain,Male,34,1,0.0,1,1,0,139919.38,0,0,5,GOLD,524
669,France,Male,37,1,125529.55,1,1,1,162260.93,0,0,5,PLATINUM,720
752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0,0,1,SILVER,264
465,Spain,Female,33,6,0.0,2,1,1,95500.98,0,0,4,PLATINUM,927
640,France,Female,20,4,0.0,2,0,1,78310.82,0,0,5,SILVER,670
531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,0,1,DIAMOND,887
641,France,Male,41,6,0.0,2,1,0,65396.79,0,0,5,SILVER,226
662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0,0,4,DIAMOND,832
593,Spain,Female,46,2,76597.79,1,1,1,54453.72,0,0,1,GOLD,520
679,France,Male,42,1,0.0,2,0,0,71823.15,0,0,1,SILVER,726
718,France,Male,35,8,0.0,2,1,0,94820.85,0,0,5,PLATINUM,769
604,Spain,Female,41,10,0.0,2,1,1,166224.39,0,0,2,DIAMOND,876
597,France,Male,28,2,0.0,3,1,1,78707.97,0,0,3,SILVER,793
470,Spain,Male,30,4,125385.01,1,1,0,68293.93,0,0,1,GOLD,536
565,France,Male,34,7,0.0,1,0,0,74593.84,0,0,5,SILVER,564
745,France,Female,40,6,131184.67,1,1,1,49815.62,0,0,1,DIAMOND,966
598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,0,1,GOLD,698
714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0,0,2,DIAMOND,352
834,Spain,Male,38,8,0.0,2,1,1,66485.26,0,0,3,GOLD,539
597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0,3,PLATINUM,701
806,France,Male,48,4,164701.68,1,1,1,21439.49,0,0,2,PLATINUM,851
712,France,Female,42,1,87842.98,1,0,0,92223.59,0,0,4,PLATINUM,927
738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0,0,3,GOLD,995
438,France,Female,36,4,0.0,2,1,0,64420.5,0,0,3,SILVER,660
544,France,Female,45,6,0.0,2,0,1,151401.33,0,0,2,DIAMOND,686
839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0,0,3,PLATINUM,497
738,France,Male,29,2,0.0,2,1,1,170421.13,0,0,3,GOLD,252
554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0,3,SILVER,675
541,France,Male,29,7,127504.57,1,0,0,86173.92,0,0,4,DIAMOND,647
686,France,Male,37,9,134560.62,1,1,0,27596.39,0,0,1,DIAMOND,617
511,France,Male,27,8,0.0,2,1,1,49089.36,0,0,2,SILVER,865
680,France,Male,36,3,116275.12,1,1,1,63795.8,0,0,4,GOLD,883
571,France,Female,47,7,0.0,2,0,0,112366.98,0,0,5,SILVER,489
635,Germany,Female,37,9,146748.07,1,0,1,11407.58,0,0,1,SILVER,219
749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,0,3,SILVER,567
739,France,Male,37,7,104960.46,1,0,1,80883.82,0,0,5,SILVER,384
602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0,0,5,GOLD,807
624,France,Female,62,7,125163.62,2,1,1,151411.5,0,0,5,GOLD,513
732,France,Female,43,9,0.0,2,1,0,183147.17,0,0,4,GOLD,292
615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0,0,3,SILVER,684
554,Germany,Female,31,6,135470.9,1,1,0,107074.81,0,0,3,DIAMOND,382
743,France,Male,30,7,77599.23,1,0,0,144407.1,0,0,5,GOLD,682
646,France,Female,37,7,96558.66,1,0,0,163427.18,0,0,3,PLATINUM,493
504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0,0,4,GOLD,809
677,France,Female,49,3,0.0,2,1,1,187811.71,0,0,3,GOLD,643
684,France,Male,45,6,148071.39,1,1,0,183575.01,0,0,3,DIAMOND,895
709,France,Female,32,7,0.0,2,1,1,199418.02,0,0,5,GOLD,529
656,France,Male,37,7,112291.34,1,1,0,153157.97,0,0,5,SILVER,722
712,France,Male,34,1,0.0,2,1,1,195052.12,0,0,1,PLATINUM,966
505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0,0,5,DIAMOND,254
584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,0,1,PLATINUM,735
513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0,0,3,PLATINUM,844
671,Germany,Male,36,2,116695.27,1,0,0,193201.86,0,0,3,GOLD,895
490,France,Male,33,1,0.0,2,1,1,80792.83,0,0,3,DIAMOND,861
529,France,Female,31,6,152310.55,1,1,0,13054.25,0,0,1,PLATINUM,691
724,France,Female,34,2,0.0,2,1,1,118863.38,0,0,4,GOLD,467
572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0,0,3,PLATINUM,263
659,France,Male,36,6,123841.49,2,1,0,96833.0,0,1,5,PLATINUM,875
726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0,0,2,SILVER,457
661,France,Female,31,3,133964.3,1,1,1,166187.1,0,0,2,PLATINUM,508
513,Spain,Female,42,10,0.0,2,0,1,73151.25,0,0,5,DIAMOND,809
825,France,Male,29,3,148874.01,2,0,1,71192.82,0,0,3,DIAMOND,346
660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0,0,3,DIAMOND,558
454,Spain,Female,48,5,144837.79,1,1,1,93151.77,0,0,2,DIAMOND,325
513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0,0,1,DIAMOND,576
741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0,0,3,SILVER,612
568,Spain,Female,26,6,0.0,2,0,0,166495.2,0,0,5,SILVER,634
682,France,Male,30,9,0.0,2,1,1,2053.42,0,0,5,SILVER,456
850,Spain,Female,29,1,0.0,2,1,1,197996.65,0,0,3,DIAMOND,534
520,France,Male,34,4,134007.9,1,1,1,193209.11,0,0,5,PLATINUM,523
623,France,Male,23,1,106012.2,2,0,1,191415.94,0,0,2,GOLD,919
438,France,Male,38,2,0.0,2,1,0,136859.55,0,0,5,SILVER,416
683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0,0,4,PLATINUM,611
774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0,0,5,SILVER,948
521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0,0,2,GOLD,596
639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0,0,2,DIAMOND,883
638,France,Male,24,1,0.0,2,0,1,162597.15,0,0,1,GOLD,567
850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0,0,5,GOLD,791
778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0,2,DIAMOND,250
690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0,0,2,PLATINUM,443
697,Germany,Male,43,7,115371.94,2,1,0,64139.1,0,0,1,GOLD,538
466,France,Male,26,3,156815.71,1,1,1,137476.09,0,0,2,GOLD,349
835,France,Male,35,6,127120.07,1,1,0,28707.69,0,0,2,PLATINUM,525
645,France,Female,48,7,90612.34,1,1,1,149139.13,0,0,3,DIAMOND,803
714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,0,2,PLATINUM,952
665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0,0,1,GOLD,274
708,France,Female,33,8,0.0,2,0,1,15246.83,0,0,3,PLATINUM,304
622,France,Male,43,8,0.0,2,1,0,100618.17,0,0,2,GOLD,650
766,Germany,Female,28,4,90696.78,1,0,1,21597.2,0,0,1,PLATINUM,599
622,France,Female,32,6,169089.38,2,1,0,101057.95,0,0,5,SILVER,238
721,France,Male,36,1,155176.83,2,1,1,49653.37,0,0,5,SILVER,667
809,France,Female,38,2,154763.21,2,1,1,174800.31,0,0,5,DIAMOND,733
546,France,Female,30,5,0.0,2,0,1,198543.09,0,0,4,DIAMOND,808
758,Spain,Male,35,5,0.0,2,1,0,95009.6,0,0,5,SILVER,921
540,Spain,Male,28,8,0.0,2,0,0,197588.32,0,0,3,SILVER,463
627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0,0,1,DIAMOND,662
818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0,0,4,DIAMOND,412
426,France,Male,34,9,0.0,2,1,0,107876.91,0,0,2,PLATINUM,767
727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0,0,4,DIAMOND,757
613,Spain,Male,29,0,0.0,2,0,1,133897.32,0,0,5,SILVER,291
559,Spain,Female,40,7,144470.77,1,1,1,18917.95,0,0,3,SILVER,255
577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0,0,2,GOLD,782
732,France,Male,46,0,0.0,2,1,1,184350.78,0,0,3,DIAMOND,461
850,France,Male,37,6,0.0,2,1,0,109291.22,0,0,1,DIAMOND,740
589,France,Female,21,3,0.0,2,0,1,55601.44,0,0,1,SILVER,427
678,France,Female,34,6,0.0,2,1,1,124592.84,0,0,2,GOLD,516
774,France,Male,36,7,103688.19,1,0,1,118971.74,0,0,1,SILVER,275
679,Spain,Female,28,9,0.0,2,0,1,61761.77,0,0,3,GOLD,293
559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,0,1,DIAMOND,529
571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0,0,2,PLATINUM,920
754,France,Male,37,6,0.0,1,1,1,116141.72,0,0,5,SILVER,495
584,Spain,Female,29,4,0.0,2,1,0,88866.92,0,0,3,DIAMOND,781
650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0,0,3,GOLD,880
801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0,0,1,GOLD,760
544,France,Female,32,9,110728.39,1,1,1,14559.62,0,0,1,SILVER,629
629,Spain,Male,34,6,0.0,2,1,0,190347.72,0,0,3,DIAMOND,741
719,France,Male,36,3,155423.17,1,1,1,199841.32,0,0,2,SILVER,374
476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,0,5,DIAMOND,563
587,France,Male,55,9,0.0,1,1,0,64593.07,0,0,1,GOLD,916
726,France,Female,42,2,109471.79,1,0,1,175161.05,0,0,5,GOLD,899
849,France,Male,69,7,71996.09,1,1,1,139065.94,0,0,2,GOLD,317
497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,0,4,GOLD,423
769,France,Male,29,4,145471.37,1,1,0,188382.77,0,0,3,PLATINUM,378
577,Spain,Male,43,6,0.0,2,1,1,149457.81,0,0,3,DIAMOND,446
777,France,Male,43,1,0.0,2,1,0,21785.91,0,0,2,GOLD,984
775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0,0,3,PLATINUM,724
505,France,Male,49,7,80001.23,1,0,0,135180.11,0,0,5,GOLD,726
491,Spain,Female,61,8,0.0,2,0,1,139861.53,0,0,4,PLATINUM,973
577,Spain,Male,29,2,0.0,1,1,1,168924.41,0,0,2,GOLD,665
634,France,Female,45,2,0.0,1,1,1,143458.31,0,0,3,DIAMOND,863
646,France,Female,45,3,47134.75,1,1,1,57236.44,0,0,3,PLATINUM,939
779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,0,1,GOLD,466
708,France,Male,32,10,86614.06,2,1,1,172129.26,0,0,4,PLATINUM,330
786,France,Female,29,4,0.0,2,1,0,103372.79,0,0,4,SILVER,245
571,France,Male,38,1,121405.04,1,1,1,154844.22,0,0,4,GOLD,585
521,France,Male,30,2,107316.09,1,1,0,64299.82,0,0,2,SILVER,945
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0,0,3,SILVER,541
631,Germany,Female,29,2,96863.52,2,1,1,31613.35,0,0,3,DIAMOND,958
754,France,Male,28,8,0.0,2,1,1,52615.62,0,0,4,DIAMOND,497
635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0,1,PLATINUM,608
661,France,Male,48,3,120320.54,1,0,0,96463.25,0,0,5,PLATINUM,727
549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,0,4,DIAMOND,385
712,France,Female,37,1,106881.5,2,0,0,169386.81,0,0,2,PLATINUM,275
758,Spain,Male,61,2,0.0,2,1,1,43982.41,0,0,5,GOLD,299
657,Spain,Male,29,7,83889.03,1,1,0,153059.62,0,0,3,SILVER,682
660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0,0,2,SILVER,231
745,France,Female,28,6,0.0,2,1,0,154389.18,0,0,4,SILVER,649
687,France,Female,31,2,0.0,2,0,1,145411.39,0,0,3,SILVER,347
670,Spain,Male,37,0,178742.71,1,1,1,194493.57,0,0,3,DIAMOND,345
736,France,Male,27,5,51522.75,1,0,1,192131.77,0,0,4,SILVER,562
635,France,Female,48,8,130796.33,2,1,1,43250.3,0,0,4,SILVER,885
691,France,Male,26,9,136623.19,1,1,0,153228.0,0,0,3,GOLD,550
626,France,Male,44,10,0.0,2,0,0,164287.86,0,0,4,GOLD,627
465,France,Male,33,5,0.0,2,0,1,78698.09,0,0,5,GOLD,1000
753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0,0,3,DIAMOND,482
682,France,Female,58,1,0.0,1,1,1,706.5,0,0,4,PLATINUM,709
538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0,0,2,GOLD,933
636,Spain,Male,45,3,0.0,2,1,1,159463.8,0,0,3,GOLD,306
575,Spain,Male,43,3,0.0,1,1,0,83594.51,0,0,5,DIAMOND,600
628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0,0,5,PLATINUM,588
703,France,Female,42,7,0.0,2,0,1,72500.68,0,0,3,DIAMOND,449
659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0,0,3,PLATINUM,296
668,France,Male,46,0,0.0,2,0,0,29388.02,0,0,1,PLATINUM,419
548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0,0,4,DIAMOND,315
674,France,Male,26,6,166257.96,1,1,1,149369.41,0,0,1,PLATINUM,870
649,France,Female,36,2,0.0,2,0,1,75035.48,0,0,3,SILVER,984
597,France,Male,67,2,0.0,2,0,1,108645.85,0,0,2,PLATINUM,352
633,France,Female,42,1,0.0,2,1,0,56865.62,0,0,2,SILVER,930
494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0,0,3,PLATINUM,586
503,France,Female,28,5,0.0,2,1,0,125918.17,0,0,2,PLATINUM,868
506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0,0,2,SILVER,979
656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0,0,2,GOLD,239
551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0,0,1,DIAMOND,815
688,France,Female,32,6,123157.95,1,1,0,172531.23,0,0,3,GOLD,499
503,Spain,Male,37,6,0.0,2,0,0,136506.86,0,0,3,SILVER,717
590,France,Female,32,0,127763.24,1,1,0,100717.54,0,0,2,DIAMOND,417
781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0,0,2,GOLD,494
559,France,Male,34,4,0.0,2,1,1,66721.98,0,0,2,GOLD,784
669,France,Male,57,5,0.0,2,1,1,56875.76,0,0,1,GOLD,860
714,Spain,Male,29,9,0.0,2,1,0,129192.55,0,0,3,DIAMOND,323
489,Spain,Male,58,4,0.0,2,1,1,191419.32,0,0,4,SILVER,486
586,France,Female,38,2,0.0,2,1,0,87168.46,0,0,2,SILVER,650
667,Spain,Male,77,2,0.0,1,1,1,34702.92,0,0,4,DIAMOND,965
658,France,Male,44,2,168396.34,1,1,1,14178.73,0,0,2,SILVER,648
613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,0,2,GOLD,680
719,Spain,Male,38,0,0.0,1,1,0,126876.47,0,0,1,SILVER,954
669,France,Male,45,7,149364.58,1,0,1,173454.07,0,0,5,SILVER,263
541,France,Female,32,4,0.0,1,1,1,114951.42,0,0,4,SILVER,459
581,Spain,Female,50,4,0.0,2,1,1,80701.72,0,0,3,GOLD,232
686,France,Female,39,3,111695.62,1,0,0,136643.84,0,0,4,DIAMOND,408
619,Germany,Female,33,3,100488.92,2,0,1,36446.74,0,0,4,PLATINUM,522
778,Germany,Female,48,3,102290.56,2,1,0,182691.31,0,0,1,PLATINUM,434
529,France,Male,28,9,0.0,2,1,1,52545.24,0,0,2,GOLD,572
727,France,Male,62,5,0.0,2,0,1,38652.96,0,0,5,GOLD,599
540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,0,4,SILVER,645
556,France,Male,34,8,163757.06,1,1,1,104000.06,0,0,3,PLATINUM,719
583,France,Male,40,3,0.0,2,1,0,47728.0,0,0,5,PLATINUM,648
807,Germany,Female,42,9,105356.09,2,1,1,130489.37,0,0,5,SILVER,703
554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,0,3,DIAMOND,530
586,Spain,Male,42,6,0.0,2,1,1,123410.23,0,0,4,DIAMOND,378
652,France,Male,31,2,119148.55,1,0,0,149740.22,0,0,1,PLATINUM,718
606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0,0,3,DIAMOND,937
765,France,Male,44,6,0.0,2,1,1,159899.97,0,0,5,SILVER,877
627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,0,4,DIAMOND,875
757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0,0,5,PLATINUM,892
694,France,Male,37,10,143835.47,1,0,1,33326.71,0,0,1,PLATINUM,992
638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0,0,5,DIAMOND,790
671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0,0,4,SILVER,759
593,Spain,Female,45,6,79259.75,1,1,0,55347.28,0,0,2,GOLD,255
663,France,Male,33,5,157274.36,2,1,1,28531.81,0,0,2,GOLD,368
697,France,Male,40,4,0.0,2,0,1,26543.28,0,0,4,GOLD,360
588,France,Female,64,3,0.0,1,1,1,189703.65,0,0,4,SILVER,286
503,France,Male,38,1,0.0,2,1,1,95153.24,0,0,2,DIAMOND,433
430,France,Male,31,5,0.0,1,1,0,95655.16,0,0,1,GOLD,533
775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0,0,1,GOLD,237
514,France,Male,45,1,178827.79,1,1,0,60375.18,0,0,5,DIAMOND,493
652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0,0,4,GOLD,407
433,Spain,Male,27,2,0.0,2,1,1,153698.65,0,0,2,DIAMOND,415
599,France,Male,27,5,0.0,2,1,0,30546.4,0,0,3,SILVER,259
721,France,Male,40,3,0.0,1,1,1,144874.67,0,0,1,SILVER,391
489,France,Female,38,5,117289.92,1,0,0,85231.88,0,0,2,GOLD,655
537,France,Male,28,3,157842.07,1,1,0,86911.49,0,0,3,GOLD,348
494,France,Female,35,9,112727.06,2,1,0,183752.91,0,0,2,DIAMOND,697
743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0,0,2,SILVER,775
683,Germany,Female,32,0,138171.1,2,1,1,188203.58,0,0,1,DIAMOND,433
651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,0,1,SILVER,652
850,Spain,Male,36,0,0.0,2,1,0,141242.57,0,0,3,SILVER,863
730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0,0,5,SILVER,279
680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0,0,2,PLATINUM,772
599,France,Female,41,2,91328.71,1,1,0,115724.78,0,0,1,GOLD,381
622,Spain,Female,23,8,0.0,2,1,1,131389.39,0,0,3,SILVER,390
591,France,Male,24,6,147360.0,1,1,1,25310.82,0,0,3,SILVER,602
730,France,Female,41,4,167545.32,1,1,0,128246.81,0,0,3,DIAMOND,474
742,France,Male,31,4,105239.1,1,1,1,19700.24,0,0,3,DIAMOND,790
721,France,Female,49,1,120108.56,1,0,1,183421.76,0,0,4,SILVER,970
795,Germany,Male,38,7,125903.22,2,1,1,127068.92,0,0,5,GOLD,912
595,France,Male,29,6,150685.79,1,1,0,87771.06,0,0,4,SILVER,480
614,France,Female,41,3,123475.04,1,1,1,179227.52,0,0,4,PLATINUM,539
669,Spain,Female,33,8,0.0,2,0,1,128538.05,0,0,1,PLATINUM,565
670,France,Male,33,2,141204.65,2,1,0,76257.46,0,0,5,GOLD,814
659,Germany,Male,36,2,76190.48,2,1,1,149066.14,0,0,1,PLATINUM,374
422,France,Male,54,3,140014.42,1,0,1,86350.97,0,0,2,SILVER,844
727,Germany,Male,21,8,153344.72,1,1,1,163295.87,0,0,5,PLATINUM,279
558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0,0,4,SILVER,769
629,France,Female,49,4,0.0,2,1,1,196335.48,0,0,5,PLATINUM,921
614,France,Male,44,6,0.0,2,0,1,104930.46,0,0,3,GOLD,371
769,France,Female,26,7,0.0,2,1,0,176843.53,0,0,1,GOLD,667
594,France,Male,61,3,62391.22,1,1,1,192434.11,0,0,4,SILVER,968
521,France,Female,39,6,0.0,2,0,1,27375.15,0,0,5,GOLD,843
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,0,1,SILVER,508
637,Spain,Female,40,6,0.0,2,1,1,181610.6,0,0,3,PLATINUM,230
613,France,Male,41,7,0.0,2,1,0,60297.72,0,0,3,DIAMOND,776
795,France,Female,36,1,151844.64,1,1,1,135388.89,0,0,3,SILVER,605
735,France,Male,44,9,120681.63,1,1,0,74836.34,0,0,2,SILVER,520
564,Germany,Male,41,9,103522.75,2,1,1,34338.21,0,0,1,GOLD,599
700,Spain,Male,44,9,0.0,2,1,0,142287.65,0,0,4,DIAMOND,533
660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0,0,4,PLATINUM,575
756,France,Male,67,4,0.0,3,1,1,93081.87,0,0,1,GOLD,593
622,Spain,Male,39,9,0.0,2,0,1,100862.36,0,0,2,PLATINUM,814
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0,0,4,DIAMOND,578
722,France,Male,30,5,0.0,2,1,0,166376.54,0,0,5,PLATINUM,282
716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0,2,SILVER,427
708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0,0,5,PLATINUM,881
769,France,Female,40,9,133871.05,1,1,1,50568.02,0,0,4,PLATINUM,887
505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0,0,4,PLATINUM,671
678,France,Male,41,2,148088.11,1,1,0,14083.12,0,0,1,SILVER,243
683,France,Female,35,6,187530.66,2,1,1,37976.36,0,0,3,SILVER,511
549,France,Female,29,8,0.0,2,1,1,189558.44,0,0,4,GOLD,278
628,France,Male,39,6,0.0,2,0,0,134441.6,0,0,3,PLATINUM,887
495,France,Male,47,10,137682.68,1,1,0,71071.47,0,0,5,SILVER,908
682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0,0,3,DIAMOND,799
850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0,0,4,SILVER,859
606,Germany,Male,40,1,144757.97,2,1,1,166656.18,0,0,3,SILVER,743
701,France,Male,29,2,0.0,2,1,0,176943.59,0,0,3,PLATINUM,225
747,Spain,Male,37,1,0.0,2,0,1,180551.76,0,0,1,PLATINUM,988
499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,0,5,PLATINUM,390
589,France,Male,28,7,0.0,2,1,0,151645.96,0,0,4,SILVER,553
738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0,0,4,SILVER,298
651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0,0,4,SILVER,403
696,Spain,Female,30,0,0.0,2,1,1,9002.8,0,0,5,SILVER,447
