EmpID,Age,JobLevel,Dept,WorkEnv,PhysicalActivityHours,Stress,SleepHours,CommuteMode,CommuteDistance,JobSatisfaction
2463,22.0,Intern/Fresher,Operations,2,2.9,1.0,8.5,Public Transport,16.0,4.0
23,34.0,Senior,Finance,4,1.4,1.0,7.9,Car,22.0,4.0
1329,30.0,Senior,Operations,4,3.2,1.0,7.1,Public Transport,7.0,2.0
1138,22.0,,,3,1.1,1.0,,,,2.0
69,47.0,Senior,Finance,2,3.2,5.0,6.3,Car,28.0,5.0
2351,35.0,Senior,Marketing,5,2.6,2.0,5.8,Car,16.0,5.0
2069,27.0,Junior,HR,2,1.8,1.0,6.2,Bike,2.0,4.0
2162,30.0,Mid,IT,2,1.5,2.0,7.6,Car,8.0,4.0
2554,24.0,Junior,Finance,5,3.0,3.0,4.4,Walk,2.0,4.0
2484,34.0,Mid,IT,2,1.5,1.0,5.7,Public Transport,21.0,4.0
1491,24.0,,,1,,2.0,,,,4.0
1018,25.0,,,4,2.4,1.0,6.1,,9.0,3.0
1925,26.0,Mid,IT,5,0.6,3.0,7.2,Bike,4.0,1.0
708,26.0,Junior,Operations,2,4.2,1.0,5.9,Public Transport,5.0,1.0
2830,39.0,Senior,Customer Service,2,0.8,1.0,6.3,Car,10.0,5.0
1082,38.0,Mid,IT,2,0.9,1.0,4.5,Car,27.0,1.0
2049,54.0,Lead,Finance,2,1.8,1.0,6.7,Car,28.0,4.0
2208,27.0,Mid,Marketing,1,2.2,1.0,8.0,Public Transport,21.0,4.0
473,34.0,Senior,Sales,3,2.1,1.0,4.8,Car,7.0,4.0
2516,42.0,Lead,Legal,5,1.7,2.0,8.6,Car,10.0,4.0
2415,34.0,Mid,Operations,4,0.2,4.0,7.7,Car,11.0,3.0
2037,35.0,Senior,IT,5,2.0,1.0,6.2,Public Transport,27.0,4.0
1869,27.0,Mid,Finance,1,2.5,3.0,6.1,Public Transport,16.0,4.0
1206,42.0,Mid,Operations,3,3.6,1.0,7.1,Bike,1.0,2.0
1582,23.0,Intern/Fresher,Customer Service,4,2.9,3.0,7.0,Car,10.0,1.0
1588,44.0,Senior,Sales,1,2.3,2.0,5.7,Car,6.0,1.0
2388,35.0,Senior,IT,5,2.1,1.0,8.5,Car,19.0,4.0
1229,50.0,Lead,Finance,5,1.8,2.0,5.0,Bike,9.0,2.0
2077,37.0,Senior,Customer Service,2,2.5,1.0,6.8,Car,14.0,4.0
2839,36.0,Senior,Finance,4,0.3,3.0,7.7,Public Transport,19.0,5.0
646,49.0,,IT,5,1.9,1.0,6.5,Public Transport,9.0,4.0
639,31.0,Senior,HR,1,0.4,3.0,7.6,Motorbike,11.0,3.0
1939,49.0,Lead,IT,3,2.2,1.0,6.7,Bike,8.0,1.0
1936,44.0,Lead,Finance,2,1.9,3.0,7.1,Motorbike,17.0,4.0
1384,22.0,Junior,Legal,3,1.2,1.0,9.2,Public Transport,27.0,2.0
1347,47.0,Senior,Legal,5,2.7,1.0,5.9,Public Transport,13.0,5.0
571,33.0,Senior,Sales,2,1.0,4.0,7.4,Public Transport,24.0,3.0
775,35.0,Senior,Finance,1,0.0,4.0,6.9,Walk,2.0,1.0
323,28.0,Junior,Operations,5,2.2,1.0,8.0,Bike,4.0,5.0
1050,30.0,Mid,Finance,2,2.5,2.0,5.6,Walk,1.0,1.0
2278,23.0,Intern/Fresher,Customer Service,3,2.8,2.0,6.2,Car,5.0,4.0
2785,34.0,Senior,Operations,1,2.8,1.0,6.2,Public Transport,10.0,3.0
1083,54.0,Lead,Operations,5,2.2,4.0,6.6,Bike,4.0,1.0
200,38.0,Mid,Finance,5,1.0,1.0,6.3,Public Transport,22.0,5.0
500,45.0,Mid,Operations,5,3.4,3.0,5.0,Car,27.0,4.0
2664,53.0,Senior,HR,1,2.0,1.0,8.0,Public Transport,6.0,4.0
2834,52.0,Senior,Operations,2,1.1,1.0,8.0,Motorbike,22.0,5.0
1726,28.0,Junior,Finance,1,3.1,1.0,6.2,Public Transport,16.0,1.0
174,53.0,Lead,IT,1,2.8,1.0,7.2,Walk,2.0,5.0
2130,39.0,Mid,IT,4,0.0,2.0,7.3,Car,17.0,4.0
692,26.0,Junior,Legal,5,0.2,1.0,7.7,Car,23.0,3.0
336,57.0,Lead,Finance,5,0.7,1.0,7.2,Bike,1.0,4.0
2997,35.0,Senior,IT,4,2.2,1.0,5.8,Bike,5.0,5.0
1245,31.0,Senior,Legal,1,2.5,1.0,4.5,Bike,4.0,1.0
258,54.0,Lead,Operations,2,3.4,1.0,7.6,Public Transport,28.0,4.0
1412,52.0,Senior,Marketing,5,2.9,1.0,7.9,Public Transport,14.0,2.0
1221,27.0,Junior,IT,5,2.8,4.0,6.3,Public Transport,10.0,1.0
2043,35.0,Senior,Marketing,5,0.9,1.0,4.8,Car,29.0,5.0
607,49.0,Mid,IT,4,3.2,2.0,6.7,Car,16.0,4.0
2695,57.0,Lead,Marketing,1,1.9,1.0,8.0,Car,19.0,4.0
2910,26.0,,,2,2.7,3.0,8.8,,29.0,3.0
2226,39.0,Senior,Operations,5,1.0,1.0,4.9,Public Transport,19.0,4.0
2781,33.0,Senior,Operations,2,0.6,3.0,6.9,Public Transport,14.0,3.0
2502,40.0,Senior,Legal,2,2.0,1.0,7.7,Walk,1.0,4.0
1967,29.0,Senior,Sales,2,2.2,1.0,6.1,Car,23.0,4.0
1995,22.0,Intern/Fresher,Sales,2,3.7,2.0,6.0,Public Transport,23.0,4.0
2862,23.0,,,2,,1.0,,,,3.0
2949,54.0,Lead,Finance,5,1.8,4.0,8.2,Motorbike,23.0,5.0
2996,32.0,Mid,Customer Service,5,0.9,3.0,8.6,Motorbike,24.0,5.0
2637,34.0,Mid,Finance,3,2.0,1.0,8.8,Walk,1.0,4.0
100,24.0,Mid,IT,5,2.0,1.0,6.8,Walk,1.0,5.0
1262,35.0,Senior,Operations,4,0.2,3.0,6.2,Public Transport,22.0,2.0
544,25.0,Mid,IT,4,1.3,2.0,6.4,Walk,1.0,4.0
2411,32.0,Senior,Sales,2,0.9,1.0,9.1,Car,23.0,5.0
2964,25.0,Junior,Sales,5,1.7,1.0,5.5,Car,10.0,5.0
2292,48.0,Senior,Finance,2,1.2,1.0,8.1,Bike,3.0,4.0
470,52.0,Senior,IT,1,0.6,4.0,7.9,Walk,2.0,3.0
2373,36.0,Senior,Finance,3,2.9,2.0,6.4,Car,17.0,4.0
547,22.0,Intern/Fresher,IT,5,4.1,1.0,6.9,Car,20.0,4.0
2177,25.0,Junior,Operations,3,2.2,1.0,5.7,Public Transport,7.0,1.0
1540,40.0,Mid,Legal,3,1.5,1.0,6.9,Car,29.0,4.0
583,22.0,Intern/Fresher,Customer Service,1,3.7,1.0,8.3,Walk,1.0,4.0
714,50.0,Lead,Finance,2,2.5,2.0,5.2,Bike,3.0,3.0
1694,59.0,Senior,IT,5,2.0,1.0,6.1,Bike,2.0,4.0
785,37.0,Senior,Legal,2,1.0,1.0,5.4,Public Transport,24.0,3.0
731,50.0,,,1,2.3,3.0,5.5,,14.0,1.0
165,23.0,Intern/Fresher,Operations,5,1.0,2.0,5.4,Bike,2.0,5.0
1036,43.0,Mid,Finance,1,0.0,1.0,6.4,Car,28.0,3.0
520,48.0,Mid,Customer Service,3,3.5,1.0,8.1,Car,8.0,4.0
2460,47.0,Lead,IT,3,0.3,2.0,6.3,Car,24.0,3.0
1975,57.0,Lead,HR,1,1.3,1.0,5.6,Public Transport,13.0,1.0
365,39.0,Mid,Finance,4,1.6,1.0,5.6,Car,23.0,4.0
2548,34.0,Mid,Finance,5,0.4,1.0,5.7,Public Transport,9.0,4.0
979,51.0,Lead,IT,4,0.7,1.0,7.1,Public Transport,23.0,3.0
1283,30.0,Senior,Finance,1,0.6,2.0,7.4,Public Transport,10.0,2.0
1374,28.0,Mid,Finance,1,1.7,1.0,7.7,Bike,10.0,1.0
2603,28.0,Junior,IT,1,2.0,1.0,7.4,Public Transport,29.0,3.0
1842,50.0,Lead,IT,4,2.4,5.0,7.2,Car,18.0,4.0
1218,40.0,Mid,Marketing,1,1.9,1.0,6.5,Walk,1.0,2.0
2886,36.0,Mid,IT,3,0.1,2.0,9.0,Car,18.0,5.0
367,49.0,Mid,Finance,4,2.6,1.0,10.0,Bike,2.0,5.0
1176,26.0,Junior,IT,4,2.8,1.0,7.1,Car,21.0,2.0
890,54.0,Lead,IT,2,2.3,1.0,7.9,Car,22.0,3.0
744,37.0,Senior,Marketing,5,2.6,1.0,6.8,Motorbike,6.0,3.0
716,26.0,Mid,Finance,3,0.6,1.0,6.9,Bike,4.0,3.0
1146,50.0,Lead,IT,1,2.1,1.0,6.5,Bike,8.0,1.0
2300,31.0,Senior,Marketing,2,2.8,1.0,8.1,Motorbike,15.0,4.0
952,33.0,Senior,IT,1,2.4,1.0,6.5,Bike,5.0,3.0
274,53.0,Lead,Legal,3,2.1,1.0,7.1,Bike,6.0,4.0
950,40.0,Lead,Marketing,1,3.1,4.0,8.6,Motorbike,13.0,3.0
29,26.0,Senior,Finance,5,1.5,3.0,6.7,Car,10.0,4.0
1717,46.0,Lead,Finance,1,3.2,2.0,6.2,Car,6.0,1.0
1468,30.0,Senior,Operations,5,2.9,2.0,6.8,Car,24.0,4.0
558,25.0,Junior,Finance,2,2.2,1.0,6.1,Car,12.0,3.0
2671,32.0,Senior,Finance,1,3.0,2.0,7.8,Walk,1.0,3.0
90,58.0,Senior,Finance,1,2.7,3.0,7.0,Public Transport,24.0,5.0
2927,41.0,Lead,Finance,4,2.9,2.0,8.0,Walk,2.0,5.0
86,39.0,Senior,IT,4,1.6,1.0,6.6,Public Transport,22.0,5.0
2261,31.0,Senior,Sales,3,2.5,1.0,5.4,Motorbike,7.0,4.0
2758,24.0,Junior,IT,2,3.3,1.0,6.6,Car,13.0,3.0
88,33.0,Senior,Finance,3,3.3,2.0,7.2,Public Transport,13.0,5.0
1525,27.0,Senior,HR,3,0.4,1.0,5.6,Car,26.0,1.0
765,38.0,Mid,Finance,4,0.0,1.0,5.6,Car,5.0,3.0
205,40.0,Senior,Finance,5,2.3,1.0,5.4,Bike,1.0,5.0
1778,28.0,Junior,Finance,3,1.1,1.0,6.7,Motorbike,22.0,1.0
914,23.0,Junior,Finance,4,3.0,1.0,6.8,Car,21.0,3.0
27,32.0,Mid,Operations,2,2.0,3.0,7.2,Public Transport,23.0,4.0
2854,49.0,Senior,Legal,5,2.8,3.0,5.2,Car,21.0,5.0
623,24.0,Junior,Finance,2,2.3,1.0,9.0,Public Transport,12.0,4.0
761,46.0,Mid,IT,3,2.4,1.0,7.4,Public Transport,22.0,3.0
1446,59.0,Senior,Finance,1,1.4,3.0,7.9,Public Transport,13.0,2.0
162,33.0,Mid,IT,3,2.3,3.0,9.5,Public Transport,11.0,5.0
2546,42.0,Senior,IT,1,2.4,1.0,6.1,Public Transport,22.0,4.0
1654,48.0,Mid,Legal,2,0.4,1.0,7.2,Walk,1.0,4.0
1092,44.0,Senior,Legal,4,2.1,1.0,8.2,Walk,2.0,2.0
1148,22.0,Junior,Marketing,2,0.8,2.0,6.2,Public Transport,25.0,1.0
2877,35.0,Senior,Marketing,1,3.3,1.0,7.1,Public Transport,7.0,3.0
738,32.0,Mid,Finance,2,0.7,2.0,8.3,Car,28.0,3.0
1639,49.0,Lead,Sales,5,1.4,1.0,6.0,Car,14.0,4.0
1292,23.0,Intern/Fresher,Operations,2,2.6,1.0,7.2,Bike,8.0,2.0
1978,22.0,Intern/Fresher,HR,3,2.0,2.0,6.0,Motorbike,19.0,1.0
1723,46.0,Lead,IT,3,1.6,1.0,6.5,Car,19.0,4.0
2615,36.0,Mid,IT,2,1.1,1.0,6.7,Car,13.0,4.0
2305,37.0,Mid,Finance,3,1.8,4.0,5.6,Bike,5.0,3.0
405,31.0,Mid,Legal,1,2.5,2.0,7.0,Car,13.0,4.0
2776,37.0,Senior,Finance,4,1.6,2.0,8.0,Car,25.0,5.0
2650,26.0,Junior,Operations,5,2.7,1.0,8.2,Car,8.0,4.0
2568,23.0,,Operations,5,1.4,1.0,5.5,,17.0,4.0
557,26.0,Junior,IT,4,3.1,1.0,7.8,Public Transport,5.0,4.0
857,32.0,Mid,Marketing,1,2.8,1.0,6.5,Car,9.0,1.0
1611,33.0,Senior,Customer Service,3,2.1,1.0,6.5,Car,23.0,4.0
1360,27.0,Junior,IT,2,2.0,1.0,6.8,Bike,7.0,2.0
1335,28.0,Junior,IT,5,4.2,3.0,8.2,Car,10.0,2.0
1577,37.0,Senior,Operations,3,2.1,1.0,6.1,Public Transport,12.0,4.0
3014,43.0,Mid,Sales,5,2.4,1.0,6.3,Car,15.0,4.0
1303,31.0,Senior,IT,1,1.3,1.0,7.0,Bike,9.0,2.0
442,32.0,Mid,Finance,2,2.6,4.0,6.6,Car,28.0,3.0
65,22.0,Intern/Fresher,IT,5,2.9,2.0,6.2,Car,27.0,5.0
1448,35.0,Mid,HR,3,0.0,1.0,7.8,Public Transport,18.0,2.0
985,22.0,Intern/Fresher,Legal,2,3.4,2.0,7.5,Public Transport,29.0,3.0
2646,48.0,Mid,Legal,2,0.3,1.0,8.2,Car,5.0,4.0
2684,36.0,Mid,Finance,3,0.7,1.0,8.6,Car,14.0,4.0
1511,22.0,Intern/Fresher,Legal,5,3.5,2.0,8.1,Public Transport,6.0,4.0
723,43.0,Mid,Finance,2,3.5,1.0,7.7,Car,24.0,3.0
657,29.0,Junior,Operations,5,1.9,1.0,8.9,Car,28.0,4.0
1465,31.0,Senior,Marketing,2,1.2,2.0,7.2,Bike,9.0,4.0
376,38.0,Senior,HR,2,3.2,1.0,8.1,Walk,1.0,4.0
2716,27.0,Junior,Operations,3,1.8,1.0,5.7,Public Transport,12.0,4.0
882,29.0,Junior,HR,3,1.5,1.0,7.8,Public Transport,26.0,3.0
1600,47.0,Senior,Marketing,1,1.8,2.0,5.9,Car,17.0,4.0
2536,23.0,Junior,Legal,5,1.4,1.0,5.5,Car,7.0,4.0
1847,26.0,Junior,Finance,4,4.1,4.0,7.1,Motorbike,16.0,4.0
1659,53.0,Lead,IT,4,1.3,1.0,7.2,Walk,1.0,1.0
1808,27.0,,,5,2.8,2.0,6.7,,7.0,4.0
149,25.0,Junior,Legal,2,2.8,1.0,6.5,Car,22.0,5.0
237,24.0,Junior,Legal,4,0.9,1.0,4.9,Motorbike,3.0,4.0
197,24.0,Junior,Finance,5,3.2,2.0,7.2,Public Transport,29.0,5.0
1883,39.0,Senior,IT,5,3.1,1.0,7.5,Motorbike,3.0,4.0
492,53.0,Senior,IT,3,1.6,1.0,7.4,Car,23.0,4.0
1336,28.0,,,5,2.9,1.0,6.3,,9.0,2.0
2726,28.0,,,1,1.3,4.0,,,,3.0
2229,25.0,Junior,Finance,4,1.4,2.0,7.5,Motorbike,18.0,4.0
1663,29.0,Mid,Finance,4,1.0,4.0,8.0,Public Transport,27.0,4.0
2544,28.0,Junior,Customer Service,3,2.7,2.0,7.9,Car,14.0,4.0
2565,40.0,Mid,Sales,4,1.4,1.0,6.2,Public Transport,29.0,4.0
434,32.0,Senior,Sales,3,1.4,2.0,6.7,Car,27.0,4.0
1343,26.0,Junior,IT,1,2.2,1.0,6.6,Public Transport,8.0,1.0
111,31.0,Senior,IT,5,3.2,2.0,8.0,Public Transport,13.0,5.0
2549,49.0,Mid,IT,2,2.6,1.0,8.8,Car,11.0,4.0
421,36.0,Senior,Marketing,2,2.2,1.0,6.2,Walk,2.0,3.0
2683,24.0,Junior,Finance,2,3.9,1.0,7.1,Car,10.0,4.0
114,41.0,Senior,Finance,5,2.9,3.0,9.3,Motorbike,6.0,5.0
2730,24.0,Junior,Finance,3,2.6,3.0,8.6,Car,24.0,4.0
1879,37.0,Mid,IT,3,2.7,4.0,7.7,Motorbike,22.0,4.0
2861,29.0,Junior,Marketing,2,0.7,2.0,5.9,Public Transport,29.0,3.0
523,34.0,Mid,Customer Service,4,3.3,2.0,6.1,Public Transport,19.0,4.0
823,55.0,Lead,Finance,4,2.9,1.0,7.9,Bike,3.0,5.0
453,32.0,Mid,Customer Service,4,0.1,1.0,7.3,Car,14.0,4.0
80,35.0,Senior,Customer Service,3,2.2,2.0,8.6,Motorbike,13.0,5.0
1414,53.0,Lead,Legal,4,2.4,1.0,6.4,Car,18.0,2.0
1393,22.0,,,3,3.4,3.0,7.8,,5.0,2.0
2575,25.0,Junior,IT,2,0.3,2.0,6.1,Bike,4.0,3.0
465,52.0,Senior,Sales,3,1.4,3.0,7.6,Car,5.0,4.0
1792,39.0,Senior,Customer Service,2,0.1,1.0,8.0,Public Transport,20.0,4.0
654,33.0,,Operations,5,0.3,1.0,6.3,Bike,3.0,4.0
1529,39.0,Senior,Finance,4,2.2,1.0,6.7,Public Transport,10.0,4.0
2882,32.0,Mid,Legal,1,0.9,1.0,7.0,Car,5.0,3.0
1969,35.0,Senior,IT,3,2.1,1.0,6.5,Bike,2.0,1.0
2115,40.0,Senior,Customer Service,5,2.0,3.0,6.9,Public Transport,18.0,4.0
1120,36.0,Senior,IT,5,2.2,1.0,6.5,Public Transport,21.0,2.0
2109,47.0,Senior,Operations,5,2.1,1.0,8.1,Walk,1.0,4.0
2547,40.0,Senior,Operations,5,1.8,2.0,7.6,Public Transport,9.0,4.0
743,51.0,Lead,Finance,1,2.5,3.0,7.4,Public Transport,27.0,3.0
249,33.0,Mid,Finance,2,2.6,3.0,6.4,Car,17.0,2.0
2245,28.0,Mid,Finance,3,2.5,2.0,7.8,Car,15.0,4.0
14,34.0,Senior,Operations,5,1.6,5.0,7.5,Walk,1.0,4.0
1889,38.0,Mid,Marketing,5,2.0,3.0,5.1,Public Transport,14.0,1.0
244,34.0,Senior,HR,2,1.6,2.0,7.2,Public Transport,26.0,4.0
948,60.0,Lead,IT,2,3.8,1.0,7.4,Public Transport,26.0,1.0
2084,38.0,Senior,Operations,1,1.5,1.0,7.8,Walk,2.0,1.0
2897,31.0,Senior,Operations,1,2.9,1.0,5.5,Car,29.0,5.0
1227,33.0,Senior,IT,4,0.9,1.0,10.0,Public Transport,7.0,2.0
2713,30.0,Mid,HR,3,3.3,1.0,8.5,Public Transport,17.0,4.0
1209,27.0,Junior,Legal,1,0.7,1.0,5.6,Car,18.0,1.0
808,38.0,Mid,Operations,5,1.5,2.0,7.0,Public Transport,13.0,3.0
624,40.0,Lead,Marketing,2,2.5,2.0,7.6,Bike,3.0,4.0
202,25.0,Junior,IT,3,0.8,3.0,8.0,Car,13.0,5.0
2509,32.0,Senior,Marketing,4,1.6,3.0,5.4,Public Transport,6.0,3.0
189,29.0,Senior,Finance,2,1.6,1.0,5.4,Motorbike,14.0,5.0
2100,26.0,Junior,Finance,1,0.0,2.0,5.5,Motorbike,4.0,1.0
2343,39.0,Senior,Sales,4,2.0,1.0,8.5,Car,26.0,5.0
858,45.0,Mid,Finance,3,3.0,1.0,7.8,Motorbike,13.0,1.0
2224,51.0,Lead,IT,1,2.5,1.0,7.1,Car,17.0,3.0
1322,41.0,Mid,Sales,2,4.0,1.0,6.1,Car,19.0,1.0
1535,34.0,Mid,IT,5,3.0,3.0,6.4,Public Transport,20.0,4.0
1684,32.0,Mid,Marketing,2,1.0,1.0,7.1,Bike,7.0,4.0
2753,54.0,Lead,IT,5,1.7,1.0,6.2,Public Transport,12.0,4.0
1825,51.0,Lead,Legal,3,1.7,3.0,7.4,Bike,4.0,4.0
280,33.0,Mid,IT,4,0.8,4.0,6.3,Bike,7.0,4.0
1739,28.0,Junior,Customer Service,5,0.0,1.0,8.7,Public Transport,28.0,4.0
804,44.0,Senior,Customer Service,3,2.5,1.0,5.1,Motorbike,3.0,1.0
450,35.0,Mid,Marketing,4,2.3,1.0,7.0,Public Transport,18.0,4.0
1068,42.0,Senior,Sales,1,1.9,5.0,5.4,Public Transport,22.0,1.0
260,35.0,Senior,Finance,5,2.5,1.0,9.2,Motorbike,13.0,5.0
2119,30.0,Senior,IT,5,1.2,1.0,7.2,Motorbike,22.0,4.0
1790,54.0,Lead,Operations,3,1.1,2.0,6.6,Bike,8.0,1.0
375,59.0,Lead,Finance,3,3.2,1.0,7.4,Public Transport,26.0,5.0
1885,47.0,Mid,Sales,3,1.7,1.0,7.4,Motorbike,12.0,5.0
1768,39.0,Mid,Marketing,4,2.8,4.0,8.1,Car,28.0,4.0
991,40.0,Lead,Sales,1,3.5,1.0,6.1,Car,25.0,3.0
210,43.0,Lead,IT,5,2.7,1.0,6.1,Car,26.0,4.0
2159,39.0,Senior,Operations,1,3.5,3.0,6.3,Walk,2.0,1.0
281,50.0,Senior,HR,3,1.5,2.0,8.3,Public Transport,22.0,4.0
2138,30.0,Mid,Legal,5,2.9,3.0,5.0,Motorbike,10.0,4.0
1548,34.0,Senior,Finance,3,2.2,4.0,5.3,Public Transport,5.0,1.0
3024,32.0,Senior,IT,1,0.6,1.0,8.6,Public Transport,8.0,1.0
2282,58.0,Lead,Sales,3,2.7,2.0,5.9,Public Transport,10.0,4.0
2641,37.0,Senior,Finance,5,1.0,1.0,7.0,Bike,6.0,4.0
636,32.0,Senior,Customer Service,4,0.2,1.0,7.0,Car,6.0,4.0
1025,33.0,Senior,Operations,2,2.1,1.0,7.4,Car,27.0,3.0
1328,43.0,Mid,HR,4,2.5,2.0,7.3,Walk,1.0,5.0
1166,38.0,Senior,Legal,5,2.3,2.0,7.6,Public Transport,7.0,2.0
1708,58.0,Lead,Marketing,5,2.7,1.0,7.3,Public Transport,17.0,4.0
695,23.0,Intern/Fresher,Marketing,2,2.2,2.0,7.9,Motorbike,16.0,1.0
2888,46.0,Mid,IT,5,3.6,1.0,7.5,Car,13.0,5.0
290,31.0,Senior,Operations,2,2.2,1.0,6.1,Motorbike,23.0,4.0
2647,23.0,Intern/Fresher,IT,4,3.6,1.0,7.7,Walk,1.0,4.0
2543,39.0,Mid,Operations,2,3.4,1.0,6.4,Walk,1.0,4.0
670,34.0,Senior,Customer Service,5,2.4,1.0,6.2,Motorbike,12.0,4.0
2558,52.0,Lead,Finance,2,0.0,1.0,7.2,Bike,2.0,4.0
1155,32.0,Senior,Operations,1,2.8,1.0,6.1,Public Transport,16.0,1.0
710,27.0,Mid,Marketing,3,2.7,1.0,7.6,Car,25.0,3.0
466,25.0,Senior,Operations,5,0.6,1.0,8.5,Public Transport,29.0,5.0
295,22.0,Intern/Fresher,IT,5,3.0,4.0,7.6,Car,7.0,4.0
454,24.0,Junior,Finance,2,2.1,2.0,7.8,Car,8.0,4.0
195,23.0,Intern/Fresher,Sales,5,1.3,2.0,5.4,Walk,2.0,5.0
2722,24.0,Mid,Finance,5,2.0,1.0,8.9,Car,24.0,4.0
1009,37.0,Senior,IT,3,2.9,2.0,5.0,Motorbike,8.0,1.0
118,36.0,Mid,Sales,5,1.1,2.0,4.9,Walk,1.0,5.0
854,33.0,Senior,IT,2,2.9,1.0,7.6,Public Transport,7.0,3.0
308,24.0,Junior,Legal,3,0.7,1.0,8.2,Bike,4.0,4.0
990,52.0,Lead,HR,5,2.0,1.0,6.1,Car,29.0,3.0
1255,36.0,Senior,Sales,2,0.3,3.0,9.4,Public Transport,27.0,2.0
730,24.0,Junior,HR,4,0.5,2.0,8.1,Motorbike,22.0,3.0
1518,22.0,Junior,IT,5,1.7,3.0,6.9,Public Transport,9.0,4.0
1427,27.0,Junior,IT,2,1.9,2.0,8.2,Car,25.0,1.0
1161,22.0,Intern/Fresher,IT,2,3.0,1.0,9.6,Public Transport,26.0,2.0
2173,38.0,Senior,IT,4,1.5,1.0,5.3,Bike,7.0,4.0
2312,50.0,Senior,IT,3,2.0,1.0,5.8,Car,24.0,3.0
851,34.0,Mid,Sales,3,1.9,1.0,9.0,Public Transport,13.0,5.0
1601,22.0,Intern/Fresher,Legal,5,2.4,1.0,6.6,Car,18.0,4.0
2340,33.0,Senior,Operations,3,1.8,3.0,8.8,Motorbike,24.0,4.0
1422,51.0,Senior,Operations,5,3.1,1.0,7.1,Bike,8.0,2.0
1244,44.0,Lead,Legal,5,2.1,3.0,7.0,Public Transport,16.0,2.0
2323,37.0,Senior,Finance,5,2.3,2.0,6.8,Car,10.0,4.0
437,35.0,Senior,Legal,4,3.4,1.0,5.9,Bike,1.0,4.0
1532,35.0,Senior,Finance,3,3.3,1.0,5.7,Public Transport,25.0,4.0
1449,56.0,Senior,Finance,2,2.8,1.0,8.1,Public Transport,12.0,5.0
820,39.0,Mid,IT,2,1.1,2.0,5.2,Public Transport,27.0,1.0
675,40.0,Lead,IT,4,1.9,1.0,8.4,Public Transport,27.0,4.0
2189,30.0,Mid,Marketing,2,1.7,1.0,7.7,Car,19.0,4.0
1023,35.0,Senior,Operations,1,1.3,1.0,8.8,Public Transport,15.0,3.0
1953,29.0,Mid,Sales,5,0.0,2.0,5.9,Car,26.0,4.0
2561,27.0,Junior,IT,5,2.6,1.0,5.9,Public Transport,14.0,4.0
1483,24.0,Junior,HR,5,0.2,1.0,7.9,Public Transport,8.0,5.0
485,23.0,Junior,IT,4,2.8,1.0,6.7,Car,14.0,4.0
1226,33.0,Mid,Legal,4,2.3,1.0,7.1,Car,17.0,2.0
1982,24.0,Junior,Legal,4,2.2,1.0,7.3,Car,23.0,4.0
624,40.0,Lead,Marketing,2,2.5,2.0,7.6,Bike,3.0,4.0
1852,27.0,Mid,IT,4,3.1,1.0,7.9,Car,10.0,4.0
2998,44.0,Lead,IT,4,1.7,4.0,7.2,Car,15.0,5.0
181,24.0,Junior,IT,4,1.0,2.0,5.9,Public Transport,29.0,5.0
2246,25.0,Mid,Sales,3,0.6,3.0,6.9,Public Transport,12.0,3.0
2365,28.0,Junior,Legal,4,2.0,4.0,6.6,Car,26.0,4.0
712,24.0,Junior,Marketing,3,1.6,1.0,7.8,Walk,2.0,1.0
2760,26.0,Junior,IT,1,1.1,1.0,5.9,Bike,1.0,3.0
1876,23.0,Intern/Fresher,IT,3,2.6,1.0,7.2,Public Transport,10.0,4.0
2725,40.0,Senior,Sales,1,2.2,1.0,8.2,Public Transport,18.0,4.0
1408,30.0,Mid,IT,2,0.7,3.0,6.2,Bike,7.0,1.0
958,35.0,Mid,IT,3,0.4,1.0,8.2,Car,22.0,3.0
1976,35.0,Senior,Finance,1,0.6,1.0,7.7,Public Transport,15.0,4.0
1409,29.0,Junior,Finance,3,1.6,1.0,8.6,Public Transport,29.0,2.0
1158,22.0,Junior,Sales,3,0.8,2.0,7.5,Bike,3.0,5.0
643,27.0,Junior,IT,4,2.8,1.0,8.1,Car,8.0,4.0
54,25.0,Senior,IT,5,2.4,3.0,5.8,Bike,5.0,5.0
1193,24.0,Mid,Finance,5,3.6,2.0,6.6,Car,9.0,2.0
2011,26.0,Junior,Sales,1,1.2,2.0,7.9,Bike,9.0,4.0
988,29.0,Junior,Legal,2,2.4,3.0,6.9,Bike,5.0,1.0
2803,35.0,Mid,Finance,3,0.4,1.0,8.0,Motorbike,15.0,3.0
1831,43.0,Senior,Operations,2,2.7,1.0,6.2,Motorbike,3.0,4.0
2318,47.0,Senior,Sales,2,2.9,3.0,6.8,Bike,8.0,3.0
364,26.0,Mid,Sales,5,2.1,1.0,6.2,Car,27.0,4.0
559,30.0,Mid,Customer Service,1,1.7,1.0,8.1,Public Transport,12.0,4.0
1051,28.0,Junior,Sales,5,2.5,4.0,7.1,Car,5.0,3.0
526,47.0,Lead,Finance,1,3.0,2.0,5.9,Car,5.0,3.0
998,25.0,Junior,IT,3,2.9,1.0,8.7,Car,6.0,3.0
822,25.0,Junior,Finance,1,2.8,1.0,7.2,Motorbike,4.0,3.0
1493,53.0,Senior,Marketing,4,2.6,2.0,5.9,Car,29.0,4.0
2250,52.0,Lead,IT,1,2.4,1.0,8.0,Motorbike,20.0,4.0
2892,31.0,Senior,Legal,5,1.7,1.0,6.0,Bike,9.0,5.0
